单品编码_A,单品名称_A,分类名称_A,单品编码_B,单品名称_B,分类名称_B,共同有销售记录日数,Pearson相关,Spearman相关,最大绝对相关,Pearson_Spearman绝对差,Pearson_Spearman同号,共同最弱相关绝对值
102900005115960,大白菜,花叶类,102900011009277,荸荠,水生根茎类,90,0.424295,0.479131,0.479131,0.054836,True,0.424295
102900005115793,小白菜,花叶类,102900051004294,青线椒,辣椒类,434,0.423441,0.423556,0.423556,0.000115,True,0.423441
102900005115250,西峡花菇(1),食用菌,102900005116943,红杭椒,辣椒类,65,0.837502,0.422868,0.837502,0.414634,True,0.422868
102900011030059,云南生菜(份),花叶类,102900011032237,青线椒(份),辣椒类,240,0.458479,0.422656,0.458479,0.035823,True,0.422656
102900005122654,枝江红菜苔,花叶类,102900011001219,红灯笼椒(1),辣椒类,114,0.518227,0.422390,0.518227,0.095837,True,0.422390
102900005125808,小米椒,辣椒类,102900051004294,青线椒,辣椒类,575,0.674991,0.422346,0.674991,0.252644,True,0.422346
102900005116899,净藕(1),水生根茎类,102900011001561,莲蓬(个),水生根茎类,81,0.421831,0.578067,0.578067,0.156236,True,0.421831
102900005115861,牛首油菜,花叶类,102900011009277,荸荠,水生根茎类,151,0.421529,0.427172,0.427172,0.005643,True,0.421529
102900005117209,七彩椒(1),辣椒类,102900011021842,洪湖莲藕(粉藕),水生根茎类,91,0.682363,0.421452,0.682363,0.260911,True,0.421452
102900005116547,金针菇(1),食用菌,106949711300068,金针菇(袋)(3),食用菌,244,0.442924,0.421369,0.442924,0.021555,True,0.421369
102900011029176,辣妹子,辣椒类,102900051004294,青线椒,辣椒类,72,0.598702,0.421075,0.598702,0.177627,True,0.421075
102900005115779,云南生菜,花叶类,102900005115984,云南油麦菜,花叶类,764,0.419975,0.525632,0.525632,0.105658,True,0.419975
102900011032022,小皱皮(份),辣椒类,102900011034224,小青菜(份),花叶类,170,0.444210,0.419681,0.444210,0.024528,True,0.419681
102900005122654,枝江红菜苔,花叶类,102900011000328,螺丝椒,辣椒类,295,0.438597,0.419527,0.438597,0.019071,True,0.419527
102900005116899,净藕(1),水生根茎类,102900011022030,组合椒系列,辣椒类,176,0.490527,0.419510,0.490527,0.071017,True,0.419510
102900005125808,小米椒,辣椒类,102900011000328,螺丝椒,辣椒类,578,0.418285,0.456341,0.456341,0.038056,True,0.418285
102900005115878,茼蒿,花叶类,106949711300259,金针菇(盒),食用菌,183,0.640927,0.418067,0.640927,0.222860,True,0.418067
102900005116899,净藕(1),水生根茎类,106949711300259,金针菇(盒),食用菌,413,0.528247,0.417807,0.528247,0.110440,True,0.417807
102900011009444,大龙茄子,茄类,102900051004294,青线椒,辣椒类,197,0.417242,0.501560,0.501560,0.084318,True,0.417242
102900005116899,净藕(1),水生根茎类,102900011021842,洪湖莲藕(粉藕),水生根茎类,375,0.598604,0.416731,0.598604,0.181873,True,0.416731
102900011030912,海鲜菇(份),食用菌,102900011031100,小米椒(份),辣椒类,160,0.459689,0.416580,0.459689,0.043109,True,0.416580
102900011030110,菠菜(份),花叶类,106949711300259,金针菇(盒),食用菌,282,0.556248,0.416310,0.556248,0.139938,True,0.416310
102900005116257,紫茄子(2),茄类,102900005116943,红杭椒,辣椒类,587,0.691758,0.416256,0.691758,0.275502,True,0.416256
102900005115793,小白菜,花叶类,102900005125808,小米椒,辣椒类,353,0.415521,0.437959,0.437959,0.022438,True,0.415521
102900011016701,芜湖青椒(1),辣椒类,102900011030912,海鲜菇(份),食用菌,160,0.414969,0.446835,0.446835,0.031866,True,0.414969
102900011032619,西峡香菇(2),食用菌,102900051010455,黄白菜(2),花叶类,66,0.452994,0.414299,0.452994,0.038695,True,0.414299
102900005116837,平菇,食用菌,106949711300167,金针菇(袋)(2),食用菌,78,0.413499,0.568993,0.568993,0.155493,True,0.413499
102900011008164,奶白菜,花叶类,102900011023464,小青菜(1),花叶类,398,0.413398,0.431195,0.431195,0.017797,True,0.413398
102900005117209,七彩椒(1),辣椒类,102900011001219,红灯笼椒(1),辣椒类,209,0.680617,0.411576,0.680617,0.269041,True,0.411576
102900005115786,竹叶菜,花叶类,102900005116509,青茄子(1),茄类,571,0.410911,0.464386,0.464386,0.053475,True,0.410911
102900005125808,小米椒,辣椒类,102900005125815,杏鲍菇(1),食用菌,440,0.514629,0.410692,0.514629,0.103937,True,0.410692
102900005116899,净藕(1),水生根茎类,102900011034330,双孢菇(盒),食用菌,280,0.443214,0.410106,0.443214,0.033108,True,0.410106
102900005115779,云南生菜,花叶类,102900051010455,黄白菜(2),花叶类,761,0.409296,0.581695,0.581695,0.172399,True,0.409296
102900011030134,菜心(份),花叶类,102900051010455,黄白菜(2),花叶类,201,0.454820,0.407767,0.454820,0.047053,True,0.407767
102900005116943,红杭椒,辣椒类,106930274220092,蟹味菇(袋),食用菌,95,0.860738,0.407276,0.860738,0.453462,True,0.407276
102900005116899,净藕(1),水生根茎类,102900011035740,蟹味菇与白玉菇双拼(盒),食用菌,136,0.443809,0.406668,0.443809,0.037141,True,0.406668
102900011013274,白玉菇(袋),食用菌,106958851400125,海鲜菇(袋)(4),食用菌,230,0.535490,0.406525,0.535490,0.128965,True,0.406525
102900005115908,菜心,花叶类,102900011022764,长线茄,茄类,297,0.406449,0.447064,0.447064,0.040615,True,0.406449
102900005115823,上海青,花叶类,102900011029176,辣妹子,辣椒类,71,0.577497,0.406375,0.577497,0.171122,True,0.406375
102900005116226,青尖椒,辣椒类,102900051004294,青线椒,辣椒类,605,0.499857,0.406334,0.499857,0.093523,True,0.406334
102900005116899,净藕(1),水生根茎类,102900011011546,海鲜菇(袋)(1),食用菌,172,0.405501,0.454250,0.454250,0.048749,True,0.405501
102900005115786,竹叶菜,花叶类,102900011030141,上海青(份),花叶类,101,0.438305,0.405490,0.438305,0.032815,True,0.405490
102900005116899,净藕(1),水生根茎类,106930274220092,蟹味菇(袋),食用菌,98,0.728005,0.405402,0.728005,0.322602,True,0.405402
102900005115823,上海青,花叶类,102900005116226,青尖椒,辣椒类,612,0.407204,0.405348,0.407204,0.001857,True,0.405348
102900005125808,小米椒,辣椒类,102900011000571,随州泡泡青,花叶类,87,0.405002,0.441347,0.441347,0.036345,True,0.405002
102900005115823,上海青,花叶类,102900051004294,青线椒,辣椒类,733,0.404840,0.458659,0.458659,0.053819,True,0.404840
102900005115984,云南油麦菜,花叶类,102900011016701,芜湖青椒(1),辣椒类,557,0.404384,0.418509,0.418509,0.014125,True,0.404384
102900051010455,黄白菜(2),花叶类,106971533450003,海鲜菇(包),食用菌,60,0.438211,0.404357,0.438211,0.033854,True,0.404357
102900011021842,洪湖莲藕(粉藕),水生根茎类,102900011034026,枝江青梗散花,花菜类,224,0.404271,0.411043,0.411043,0.006772,True,0.404271
102900011032732,高瓜(2),水生根茎类,102900011034439,青红杭椒组合装(份),辣椒类,97,0.403308,0.445999,0.445999,0.042690,True,0.403308
102900005116530,西峡香菇(1),食用菌,106971533455008,海鲜菇(袋)(3),食用菌,106,0.516407,0.403205,0.516407,0.113202,True,0.403205
102900011030103,茼蒿(份),花叶类,102900011030141,上海青(份),花叶类,75,0.403135,0.408565,0.408565,0.005430,True,0.403135
102900005116233,红椒(1),辣椒类,102900011016701,芜湖青椒(1),辣椒类,536,0.666662,0.403006,0.666662,0.263656,True,0.403006
102900005116837,平菇,食用菌,102900011013274,白玉菇(袋),食用菌,257,0.402927,0.450672,0.450672,0.047745,True,0.402927
102900005116530,西峡香菇(1),食用菌,102900011035788,西峡香菇(份) ,食用菌,61,0.422780,0.402766,0.422780,0.020013,True,0.402766
102900005116899,净藕(1),水生根茎类,102900011032732,高瓜(2),水生根茎类,147,0.402661,0.476236,0.476236,0.073575,True,0.402661
102900011027479,小皱皮,辣椒类,102900051010455,黄白菜(2),花叶类,68,0.401963,0.453568,0.453568,0.051605,True,0.401963
102900005115823,上海青,花叶类,102900011016701,芜湖青椒(1),辣椒类,695,0.485410,0.401666,0.485410,0.083743,True,0.401666
102900011021842,洪湖莲藕(粉藕),水生根茎类,102900011033906,保康高山大白菜,花叶类,133,0.401570,0.464818,0.464818,0.063248,True,0.401570
102900005115984,云南油麦菜,花叶类,102900005125815,杏鲍菇(1),食用菌,450,0.453832,0.401544,0.453832,0.052287,True,0.401544
102900011022030,组合椒系列,辣椒类,106958851400125,海鲜菇(袋)(4),食用菌,161,0.401387,0.405686,0.405686,0.004298,True,0.401387
102900005116837,平菇,食用菌,102900011008522,甜白菜,花叶类,118,-0.401172,-0.521704,0.521704,0.120532,True,0.401172
102900011034330,双孢菇(盒),食用菌,106949711300259,金针菇(盒),食用菌,282,0.455529,0.400404,0.455529,0.055125,True,0.400404

