单品编码,单品名称,分类编码,分类名称,总销量_kg,总销售额_元,有销售日数,有销量日均销量_kg,日销量中位数_kg,日销量标准差_kg,最大日销量_kg,CV_有销量日,首次销售日期,最后销售日期,活跃跨度_日历日,活跃跨度_有销售记录日,销售天数占活跃跨度比例,销量排名,累计销量占比
102900005116639,马齿苋,1011010101,花叶类,94.567000,870.363400,93,1.016849,0.859000,0.735852,4.011000,0.723659,2021-03-09,2023-06-12,826,818,0.112591,147,0.995815
102900011034262,红椒(份),1011010504,辣椒类,93.000000,317.900000,27,3.444444,2.000000,3.029767,10.000000,0.879610,2022-06-21,2022-09-29,101,101,0.267327,148,0.996012
102900011000175,快菜,1011010101,花叶类,91.272000,753.452000,10,9.127200,9.315500,1.241757,10.315000,0.136050,2020-08-04,2020-08-13,10,10,1.000000,149,0.996206
102900011012482,茶树菇(袋),1011010801,食用菌,90.000000,771.000000,48,1.875000,2.000000,0.981206,4.000000,0.523310,2022-11-01,2023-02-03,95,88,0.505263,150,0.996397
102900005115977,豌豆尖,1011010101,花叶类,85.048000,1134.080800,39,2.180718,1.587000,2.029833,7.924000,0.930809,2020-11-21,2023-03-02,832,822,0.046875,151,0.996577
106957634300058,蟹味菇(盒),1011010801,食用菌,81.000000,232.200000,32,2.531250,2.000000,1.585913,6.000000,0.626534,2022-01-13,2022-03-02,49,48,0.653061,152,0.996749
102900011032350,灯笼椒(2),1011010504,辣椒类,76.596000,1228.795000,101,0.758376,0.645000,0.542372,3.453000,0.715175,2022-02-19,2023-02-17,364,357,0.277473,153,0.996912
102900011033241,蔡甸藜蒿(份),1011010101,花叶类,65.000000,232.900000,16,4.062500,3.500000,2.434988,11.000000,0.599382,2022-03-28,2022-09-20,177,177,0.090395,154,0.997050
102900011023976,净藕(2),1011010402,水生根茎类,62.221000,371.029200,8,7.777625,4.581500,7.769523,25.154000,0.998958,2023-02-05,2023-02-12,8,8,1.000000,155,0.997182
102900011032633,海鲜菇(2),1011010801,食用菌,51.895000,734.276800,43,1.206860,1.040000,0.790612,3.622000,0.655098,2022-03-13,2022-04-29,48,48,0.895833,156,0.997292
102900011008485,芥菜,1011010101,花叶类,51.735000,370.363000,14,3.695357,3.398500,2.863239,10.388000,0.774821,2021-06-23,2023-04-28,675,667,0.020741,157,0.997402
102900011018132,野生粉藕,1011010402,水生根茎类,50.815000,734.560000,23,2.209348,1.729000,1.777037,6.211000,0.804326,2020-11-11,2023-06-30,962,952,0.023909,158,0.997509
102900011002414,田七,1011010101,花叶类,45.252000,609.848600,96,0.471375,0.401000,0.282216,1.239000,0.598707,2021-02-22,2023-03-11,748,740,0.128342,159,0.997605
102900011036242,青红尖椒组合装(份),1011010504,辣椒类,45.000000,249.300000,24,1.875000,1.000000,1.392917,6.000000,0.742889,2023-02-28,2023-04-18,50,50,0.480000,160,0.997701
102900011032282,襄甜红菜苔(袋),1011010101,花叶类,41.000000,152.700000,7,5.857143,3.000000,8.970852,26.000000,1.531609,2022-01-24,2022-02-05,13,12,0.538462,161,0.997788
102900051009220,油菜苔,1011010101,花叶类,40.726000,380.879000,18,2.262556,1.957500,1.455035,4.872000,0.643094,2021-02-25,2021-04-09,44,44,0.409091,162,0.997874
102900011034569,洪湖莲藕(脆藕),1011010402,水生根茎类,40.000000,395.200000,12,3.333333,2.500000,3.025147,12.000000,0.907544,2022-07-21,2022-09-23,65,65,0.184615,163,0.997959
102900011032176,紫苏(份),1011010101,花叶类,40.000000,148.900000,33,1.212121,1.000000,0.484612,3.000000,0.399805,2022-02-25,2022-07-02,128,128,0.257812,164,0.998044
102900051009336,虫草花,1011010801,食用菌,39.977000,1155.168400,82,0.487524,0.465000,0.331635,1.734000,0.680242,2020-08-31,2023-06-02,1006,996,0.081511,165,0.998129
102900011030608,牛排菇(盒),1011010801,食用菌,35.000000,285.800000,24,1.458333,1.000000,0.977093,4.000000,0.670006,2021-12-30,2023-03-03,429,421,0.055944,166,0.998203
102900011028407,余干椒,1011010504,辣椒类,33.907000,429.548000,20,1.695350,1.213500,1.326269,4.609000,0.782298,2021-09-03,2021-10-04,32,32,0.625000,167,0.998275
102900011022924,青菜苔,1011010101,花叶类,30.275000,90.825000,3,10.091667,10.706000,3.216801,12.957000,0.318758,2021-03-05,2021-03-07,3,3,1.000000,168,0.998339
102900011007464,紫苏,1011010101,花叶类,30.172000,583.935000,84,0.359190,0.278000,0.295486,1.480000,0.822644,2020-09-14,2023-06-10,1000,990,0.084000,169,0.998403
102900011031216,冰草(盒),1011010101,花叶类,29.000000,255.400000,23,1.260870,1.000000,0.448978,2.000000,0.356086,2022-12-08,2023-06-17,192,191,0.119792,170,0.998465
102900011032589,鱼腥草,1011010101,花叶类,28.601000,332.948400,31,0.922613,0.761000,0.657634,2.684000,0.712795,2022-03-13,2022-04-27,46,46,0.673913,171,0.998526
102900011029305,水果辣椒,1011010504,辣椒类,28.571000,629.479400,30,0.952367,0.995000,0.504009,1.818000,0.529217,2022-02-05,2023-01-19,349,343,0.085960,172,0.998586
102900011032626,鲜木耳(2),1011010801,食用菌,28.535000,357.726600,41,0.695976,0.616000,0.422667,1.963000,0.607301,2022-03-13,2022-05-01,50,50,0.820000,173,0.998647
102900011000861,红线椒,1011010504,辣椒类,27.805000,383.753000,32,0.868906,0.696500,0.641153,2.746000,0.737885,2021-07-03,2022-07-19,382,381,0.083770,174,0.998706
102900051010790,紫贝菜,1011010101,花叶类,27.022000,446.058200,53,0.509849,0.401000,0.324898,1.482000,0.637243,2021-02-22,2023-05-26,824,816,0.064320,175,0.998763
102900011036686,木耳菜(份),1011010101,花叶类,27.000000,96.900000,25,1.080000,1.000000,0.276887,2.000000,0.256377,2023-05-15,2023-06-30,47,47,0.531915,176,0.998820
102900011021644,洪山菜苔,1011010101,花叶类,25.000000,99.000000,11,2.272727,1.000000,2.760105,10.000000,1.214446,2021-12-26,2022-11-12,322,319,0.034161,177,0.998873
102900011033081,春菜,1011010101,花叶类,24.996000,183.711000,22,1.136182,0.797500,0.866672,4.021000,0.762793,2022-03-24,2022-05-01,39,39,0.564103,178,0.998926
102900005117353,白玉菇(1),1011010801,食用菌,22.000000,107.800000,8,2.750000,2.500000,1.488048,5.000000,0.541108,2021-05-19,2021-07-11,54,54,0.148148,179,0.998973
102900011024010,鲜藕带(袋),1011010402,水生根茎类,21.000000,388.200000,7,3.000000,3.000000,2.000000,7.000000,0.666667,2021-05-09,2021-05-18,10,10,0.700000,180,0.999018
102900051006229,藕尖,1011010402,水生根茎类,18.614000,74.456000,3,6.204667,7.854000,5.250041,10.432000,0.846144,2021-12-18,2022-01-11,25,25,0.120000,181,0.999057
102900005115816,南瓜尖,1011010101,花叶类,18.428000,151.592000,4,4.607000,5.057000,1.776786,6.230000,0.385671,2020-07-08,2021-07-12,370,368,0.010811,182,0.999096
102900011031735,七彩椒(份),1011010504,辣椒类,18.000000,91.000000,10,1.800000,2.000000,0.918937,4.000000,0.510520,2022-01-19,2022-02-12,25,24,0.400000,183,0.999134
102900011032640,姬菇(2),1011010801,食用菌,16.953000,243.616600,33,0.513727,0.449000,0.313820,1.349000,0.610870,2022-03-13,2022-04-29,48,48,0.687500,184,0.999170
102900011027462,奶白菜苗,1011010101,花叶类,16.829000,168.290000,4,4.207250,4.715000,1.274150,5.081000,0.302846,2021-07-21,2021-07-30,10,10,0.400000,185,0.999206
102900011035849,大白菜秧,1011010101,花叶类,16.538000,116.564000,4,4.134500,4.334000,2.749562,7.199000,0.665029,2023-03-07,2023-04-05,30,30,0.133333,186,0.999241
102900011006955,冰草,1011010101,花叶类,16.337000,229.820400,17,0.961000,0.766000,0.971509,4.055000,1.010936,2021-06-23,2022-02-04,227,226,0.074890,187,0.999276
102900011008676,荠菜,1011010101,花叶类,15.887000,92.088400,14,1.134786,1.159500,0.731690,2.588000,0.644782,2020-11-09,2023-02-10,824,814,0.016990,188,0.999310
102900011011669,秀珍菇,1011010801,食用菌,14.708000,223.830000,17,0.865176,0.688000,0.599096,2.513000,0.692455,2020-11-25,2021-02-17,85,83,0.200000,189,0.999341
102900011008133,丝瓜尖,1011010101,花叶类,14.227000,286.490600,19,0.748789,0.497000,0.640383,3.013000,0.855225,2021-02-05,2023-02-25,751,741,0.025300,190,0.999371
102900011000632,紫白菜(1),1011010201,花菜类,13.251000,180.252600,15,0.883400,0.798000,0.508841,1.578000,0.576003,2021-01-17,2022-04-29,468,465,0.032051,191,0.999399
102900011036068,菌蔬四宝(份),1011010801,食用菌,13.000000,86.700000,4,3.250000,3.500000,1.707825,5.000000,0.525485,2022-12-29,2023-01-01,4,4,1.000000,192,0.999427
102900011031759,红灯笼椒(份),1011010504,辣椒类,13.000000,47.300000,8,1.625000,1.500000,0.744024,3.000000,0.457861,2022-01-09,2022-02-11,34,33,0.235294,193,0.999454
102900011008515,面条菜,1011010101,花叶类,12.936000,117.897200,33,0.392000,0.226000,0.302030,1.203000,0.770485,2021-03-11,2023-04-03,754,746,0.043767,194,0.999482
102900011035962,野藕(2),1011010402,水生根茎类,11.398000,148.174000,6,1.899667,1.447000,1.461992,4.561000,0.769605,2022-11-16,2022-11-21,6,6,1.000000,195,0.999506
102900011026618,艾蒿,1011010101,花叶类,10.512000,43.320000,4,2.628000,2.501000,1.805707,4.874000,0.687103,2022-06-01,2023-06-22,387,380,0.010336,196,0.999528
102900011031841,双孢菇(份),1011010801,食用菌,10.000000,79.800000,4,2.500000,1.500000,2.380476,6.000000,0.952190,2022-02-08,2022-11-19,285,283,0.014035,197,0.999549
102900011032114,荸荠(份),1011010402,水生根茎类,10.000000,59.000000,6,1.666667,1.500000,0.816497,3.000000,0.489898,2022-02-13,2022-02-19,7,7,0.857143,198,0.999571
102900011026793,杏鲍菇(250克),1011010801,食用菌,10.000000,49.000000,5,2.000000,2.000000,1.000000,3.000000,0.500000,2021-07-05,2021-10-06,94,94,0.053191,199,0.999592
102900011034316,芝麻苋菜,1011010101,花叶类,9.381000,56.286000,1,9.381000,9.381000,,9.381000,,2022-05-19,2022-05-19,1,1,1.000000,200,0.999612
102900011033173,槐花,1011010101,花叶类,9.300000,174.070800,20,0.465000,0.295500,0.398571,1.375000,0.857142,2022-04-16,2023-05-16,396,389,0.050505,201,0.999632
102900011033968,西峡花菇(2),1011010801,食用菌,9.240000,178.066800,10,0.924000,0.633500,0.845771,2.509000,0.915336,2022-04-16,2022-04-29,14,14,0.714286,202,0.999651
102900011027615,菊花油菜,1011010101,花叶类,8.472000,84.720000,5,1.694400,0.993000,1.786607,4.883000,1.054418,2021-07-18,2021-07-23,6,6,0.833333,203,0.999669
106971563780002,鲜粽叶(袋)(2),1011010101,花叶类,8.000000,39.200000,4,2.000000,1.500000,1.414214,4.000000,0.707107,2022-05-18,2022-05-26,9,9,0.444444,204,0.999686
102900011034705,菌菇火锅套餐(份),1011010801,食用菌,8.000000,90.100000,4,2.000000,2.000000,1.154701,3.000000,0.577350,2023-01-06,2023-01-19,14,14,0.285714,205,0.999703
102900011000335,紫圆茄,1011010501,茄类,7.658000,94.530000,8,0.957250,0.706500,0.738441,2.525000,0.771420,2021-07-17,2022-07-02,351,350,0.022792,206,0.999719
102900011007471,薄荷叶,1011010101,花叶类,7.568000,133.504800,31,0.244129,0.167000,0.170090,0.746000,0.696720,2021-03-31,2023-06-10,802,794,0.038653,207,0.999735
102900011008492,大芥兰,1011010101,花叶类,7.480000,27.424000,2,3.740000,3.740000,1.706956,4.947000,0.456405,2021-07-18,2021-07-19,2,2,1.000000,208,0.999751
106931885000035,绣球菌,1011010801,食用菌,7.000000,89.900000,6,1.166667,1.000000,0.408248,2.000000,0.349927,2020-10-04,2021-04-12,191,189,0.031414,209,0.999766
102900011030615,猪肚菇(盒),1011010801,食用菌,7.000000,79.400000,6,1.166667,1.000000,0.408248,2.000000,0.349927,2021-12-29,2022-01-11,14,14,0.428571,210,0.999781
102900011029299,紫螺丝椒,1011010504,辣椒类,6.843000,119.585400,10,0.684300,0.443500,0.566338,1.965000,0.827616,2022-06-18,2023-01-20,217,211,0.046083,211,0.999795
102900011021699,牛排菇,1011010801,食用菌,6.602000,187.403600,10,0.660200,0.588000,0.421538,1.585000,0.638501,2020-12-12,2021-11-07,331,329,0.030211,212,0.999810
102900011026502,鲜粽子叶,1011010101,花叶类,6.320000,122.029200,8,0.790000,0.677000,0.419440,1.455000,0.530937,2021-06-05,2021-06-13,9,9,0.888889,213,0.999823
102900011034323,鲜粽叶,1011010101,花叶类,6.009000,114.274200,9,0.667667,0.693000,0.342422,1.395000,0.512864,2022-05-22,2022-06-01,11,11,0.818182,214,0.999836
102900011031742,灯笼椒(份),1011010504,辣椒类,6.000000,16.500000,4,1.500000,1.000000,1.000000,3.000000,0.666667,2022-01-14,2022-01-24,11,11,0.363636,215,0.999848
102900011012871,黑皮鸡枞菌,1011010801,食用菌,5.795000,603.127000,16,0.362187,0.248500,0.256337,1.104000,0.707746,2020-09-22,2020-12-25,95,95,0.168421,216,0.999861
102900011030561,赤松茸(盒),1011010801,食用菌,5.000000,84.000000,5,1.000000,1.000000,0.000000,1.000000,0.000000,2021-12-29,2022-01-05,8,8,0.625000,217,0.999871
102900011033999,圆茄子(1),1011010501,茄类,4.981000,25.901200,3,1.660333,0.368000,2.271375,4.283000,1.368024,2022-09-06,2022-09-09,4,4,0.750000,218,0.999882
102900011007495,蒲公英,1011010101,花叶类,4.232000,123.915500,18,0.235111,0.154500,0.232022,0.936000,0.986862,2021-08-16,2023-04-08,601,593,0.029950,219,0.999891
102900011030639,黑皮鸡枞菌(盒),1011010801,食用菌,4.000000,69.300000,3,1.333333,1.000000,0.577350,2.000000,0.433013,2022-01-02,2022-01-05,4,4,0.750000,220,0.999899
102900011030622,黑牛肝菌(盒),1011010801,食用菌,4.000000,79.200000,3,1.333333,1.000000,0.577350,2.000000,0.433013,2021-12-29,2021-12-31,3,3,1.000000,221,0.999908
102900011015384,马兰头,1011010101,花叶类,3.390000,161.265800,14,0.242143,0.216000,0.151061,0.649000,0.623850,2022-03-01,2022-04-14,45,45,0.311111,222,0.999915
102900011008577,猴头菇,1011010801,食用菌,3.000000,24.500000,3,1.000000,1.000000,0.000000,1.000000,0.000000,2020-11-12,2022-03-09,483,480,0.006211,223,0.999921
102900011036266,鹿茸菇(盒),1011010801,食用菌,3.000000,14.700000,2,1.500000,1.500000,0.707107,2.000000,0.471405,2023-02-13,2023-02-17,5,5,0.400000,224,0.999928
102900011034538,花菇(一人份),1011010801,食用菌,3.000000,18.700000,3,1.000000,1.000000,0.000000,1.000000,0.000000,2023-01-31,2023-02-13,14,14,0.214286,225,0.999934
102900011030417,洪山菜薹莲藕拼装礼盒,1011010101,花叶类,3.000000,48.800000,3,1.000000,1.000000,0.000000,1.000000,0.000000,2023-01-11,2023-01-23,13,12,0.230769,226,0.999940
102900011030400,洪山菜薹珍品手提袋,1011010101,花叶类,3.000000,44.500000,1,3.000000,3.000000,,3.000000,,2023-01-07,2023-01-07,1,1,1.000000,227,0.999947
102900011029688,双沟白菜,1011010101,花叶类,2.886000,17.316000,2,1.443000,1.443000,1.019648,2.164000,0.706617,2021-11-05,2021-11-08,4,4,0.500000,228,0.999953
102900011021675,赤松茸,1011010801,食用菌,2.388000,61.610400,3,0.796000,0.840000,0.392852,1.165000,0.493533,2023-04-17,2023-04-19,3,3,1.000000,229,0.999958
102900011032480,白蒿,1011010101,花叶类,2.224000,54.725400,14,0.158857,0.178000,0.064496,0.307000,0.405997,2023-02-15,2023-03-23,37,37,0.378378,230,0.999963
106931885000356,绣球菌(袋),1011010801,食用菌,2.000000,25.600000,2,1.000000,1.000000,0.000000,1.000000,0.000000,2022-04-25,2022-04-30,6,6,0.333333,231,0.999967
102900005116905,青杭椒(1),1011010504,辣椒类,1.817000,33.116800,5,0.363400,0.339000,0.096378,0.496000,0.265213,2021-02-10,2021-09-06,209,207,0.023923,232,0.999971
102900005128748,黄花菜,1011010101,花叶类,1.784000,127.607600,6,0.297333,0.238000,0.230022,0.670000,0.773618,2021-08-20,2023-05-13,632,624,0.009494,233,0.999975
102900011029275,紫尖椒,1011010504,辣椒类,1.754000,28.064000,2,0.877000,0.877000,0.789131,1.435000,0.899807,2021-12-10,2021-12-11,2,2,1.000000,234,0.999978
102900011010563,鸡枞菌,1011010801,食用菌,1.215000,92.097000,3,0.405000,0.475000,0.222421,0.584000,0.549187,2020-09-24,2020-09-26,3,3,1.000000,235,0.999981
102900011033586,绿牛油,1011010101,花叶类,1.153000,22.829400,1,1.153000,1.153000,,1.153000,,2022-04-13,2022-04-13,1,1,1.000000,236,0.999983
102900011011058,黑牛肝菌,1011010801,食用菌,1.084000,81.144400,3,0.361333,0.224000,0.239602,0.638000,0.663106,2022-08-28,2023-05-26,272,265,0.011029,237,0.999986
102900011023075,活体银耳,1011010801,食用菌,1.000000,4.900000,1,1.000000,1.000000,,1.000000,,2021-03-31,2021-03-31,1,1,1.000000,238,0.999988
102900011031858,金针菇(份),1011010801,食用菌,1.000000,3.500000,1,1.000000,1.000000,,1.000000,,2022-08-27,2022-08-27,1,1,1.000000,239,0.999990
106973223300667,虫草花(盒)(2),1011010801,食用菌,1.000000,12.900000,1,1.000000,1.000000,,1.000000,,2021-02-04,2021-02-04,1,1,1.000000,240,0.999992
102900011015391,甘蓝叶,1011010101,花叶类,0.943000,11.316000,1,0.943000,0.943000,,0.943000,,2021-03-11,2021-03-11,1,1,1.000000,241,0.999994
102900011033531,红珊瑚(粗叶),1011010101,花叶类,0.682000,13.503600,1,0.682000,0.682000,,0.682000,,2022-04-13,2022-04-13,1,1,1.000000,242,0.999996
102900051000890,芥兰,1011010101,花叶类,0.671000,6.710000,1,0.671000,0.671000,,0.671000,,2021-07-22,2021-07-22,1,1,1.000000,243,0.999997
102900011033913,紫白菜(2),1011010201,花菜类,0.615000,9.024000,2,0.307500,0.307500,0.142128,0.408000,0.462206,2022-04-21,2022-04-23,3,3,0.666667,244,0.999998
102900011033562,红橡叶,1011010101,花叶类,0.419000,8.296200,1,0.419000,0.419000,,0.419000,,2022-04-13,2022-04-13,1,1,1.000000,245,0.999999
102900011009772,水果辣椒(橙色),1011010504,辣椒类,0.415000,10.707000,1,0.415000,0.415000,,0.415000,,2022-02-05,2022-02-05,1,1,1.000000,246,1.000000

