日期,单品编码,单品名称,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,平均零售单价(元/千克),当日成本价(元/千克),单品损耗率(%),品类平均损耗率(%),成本加成率,有效单位成本(元/千克),成本价异常标记
2020-08-21,102900011000328,螺丝椒,1011010504,辣椒类,14.639,117.112,37,0,0.0,8.0,5.58,10.18,9.24,0.4336917562724014,6.212424849699399,0
2020-08-21,102900005125808,小米椒,1011010504,辣椒类,4.25,34.0,39,0,0.0,8.0,5.4,5.86,9.24,0.4814814814814814,5.736137667304016,0
2020-08-21,102900005118831,娃娃菜,1011010101,花叶类,10.0,69.0,10,0,0.0,6.9,4.07,2.48,12.83,0.6953316953316953,4.173502871205907,0
2020-08-21,102900005119975,红薯尖,1011010101,花叶类,12.239,48.956,32,0,0.0,4.0,2.4,8.42,12.83,0.6666666666666667,2.62065953264905,0
2020-08-21,102900005119944,海鲜菇(1),1011010801,食用菌,1.974,35.532,9,0,0.0,18.0,10.2,9.89,9.45,0.7647058823529413,11.31949839085562,0
2020-08-21,102900011001219,红灯笼椒(1),1011010504,辣椒类,1.173,11.73,3,0,0.0,10.0,6.13,8.93,9.24,0.6313213703099512,6.7310859778192595,0
2020-08-21,102900005123880,灯笼椒(1),1011010504,辣椒类,1.591,12.728,4,0,0.0,8.0,4.23,16.33,9.24,0.8912529550827422,5.0555754750806745,0
2020-08-21,102900011001561,莲蓬(个),1011010402,水生根茎类,10.0,19.0,5,0,0.0,1.9,0.77,12.17,13.65,1.4675324675324672,0.8766936126608221,0
2020-08-21,106956146480197,白玉菇(2),1011010801,食用菌,2.0,7.0,2,0,0.0,3.5,2.5,7.3,9.45,0.3999999999999999,2.696871628910464,0
2020-08-21,102900011008522,甜白菜,1011010101,花叶类,17.844,142.752,18,0,0.0,8.0,4.44,9.43,12.83,0.8018018018018016,4.902285525008281,0
2020-08-21,102900011009444,大龙茄子,1011010501,茄类,7.258,58.064,14,0,0.0,8.0,3.92,10.94,6.68,1.0408163265306123,4.401527060408712,0
2020-08-21,102900011009970,青梗散花,1011010201,花菜类,23.271,186.168,47,0,0.0,8.0,4.44,17.06,15.51,0.8018018018018016,5.35326742223294,0
2020-08-21,102900011013274,白玉菇(袋),1011010801,食用菌,2.0,15.8,2,0,0.0,7.9,4.13,6.57,9.45,0.9128329297820825,4.420421706090121,0
2020-08-21,102900051000944,洪湖藕带,1011010402,水生根茎类,0.5800000000000001,17.284000000000002,2,0,0.0,29.8,22.0,24.05,13.65,0.3545454545454545,28.966425279789338,0
2020-08-21,102900051004294,青线椒,1011010504,辣椒类,6.667,53.336,33,0,0.0,8.0,5.06,7.8,9.24,0.5810276679841899,5.488069414316702,0
2020-08-21,102900051010455,黄白菜(2),1011010101,花叶类,14.917,104.419,29,0,0.0,7.0,3.75,15.61,12.83,0.8666666666666667,4.443654461429079,0
2020-08-21,102900005118824,高瓜(1),1011010402,水生根茎类,1.227,14.724,4,0,0.0,12.0,5.0,29.25,13.65,1.4,7.067137809187279,0
2020-08-21,102900011001806,姬菇(包),1011010801,食用菌,3.0,17.700000000000003,3,0,0.0,5.900000000000001,3.68,12.42,9.45,0.6032608695652177,4.201872573646951,0
2020-08-21,102900005117209,七彩椒(1),1011010504,辣椒类,0.258,3.612,1,0,0.0,14.0,6.03,15.98,9.24,1.3217247097844114,7.176862651749583,0
2020-08-21,102900011011546,海鲜菇(袋)(1),1011010801,食用菌,2.0,9.8,2,0,0.0,4.9,2.1,5.96,9.45,1.3333333333333335,2.2330923011484476,0
2020-08-21,102900005116943,红杭椒,1011010504,辣椒类,1.018,12.216,8,0,0.0,12.0,5.67,9.99,9.24,1.1164021164021163,6.299300077769137,0
2020-08-21,102900005115779,云南生菜,1011010101,花叶类,15.854,126.832,41,0,0.0,8.0,5.39,15.25,12.83,0.4842300556586272,6.3598820058997045,0
2020-08-21,102900005115786,竹叶菜,1011010101,花叶类,9.422,37.688,20,0,0.0,4.0,2.21,13.62,12.83,0.8099547511312217,2.5584626070849734,0
2020-08-21,102900005115793,小白菜,1011010101,花叶类,7.6,121.6,16,0,0.0,16.0,10.57,7.59,12.83,0.5137180700094608,11.438156043718212,0
2020-08-21,102900005115823,上海青,1011010101,花叶类,33.883,338.83,78,0,0.0,9.999999999999998,5.93,14.43,12.83,0.6863406408094432,6.929998831366133,0
2020-08-21,102900005117056,泡泡椒(精品),1011010504,辣椒类,47.75,382.0,132,0,0.0,8.0,5.5,7.08,9.24,0.4545454545454546,5.919070167886353,0
2020-08-21,102900005115908,菜心,1011010101,花叶类,16.873,118.542,39,10,5.381,7.025543768150299,5.15,13.7,12.83,0.36418325595151413,5.9675550405562,0
2020-08-21,102900005115960,大白菜,1011010101,花叶类,19.948999999999998,79.79599999999999,16,0,0.0,4.0,2.4,22.27,12.83,0.6666666666666667,3.0876109610189117,0
2020-08-21,102900005115984,云南油麦菜,1011010101,花叶类,34.656,277.248,93,0,0.0,8.0,4.85,12.81,12.83,0.6494845360824744,5.56256451427916,0
2020-08-21,102900005116226,青尖椒,1011010504,辣椒类,4.275,32.49,11,0,0.0,7.6,3.84,6.72,9.24,0.9791666666666667,4.11663807890223,0
2020-08-21,102900005115762,苋菜,1011010101,花叶类,8.336,41.68,19,0,0.0,5.0,2.65,18.52,12.83,0.8867924528301887,3.2523318605792833,0
2020-08-21,102900005116257,紫茄子(2),1011010501,茄类,10.844,108.44,20,0,0.0,10.0,7.07,6.07,6.68,0.4144271570014144,7.526881720430108,0
2020-08-21,102900005116509,青茄子(1),1011010501,茄类,11.592,81.144,20,0,0.0,7.0,4.67,5.01,6.68,0.4989293361884368,4.916306979682072,0
2020-08-21,102900005116530,西峡香菇(1),1011010801,食用菌,12.850999999999999,254.4498,58,0,0.0,19.8,13.26,13.82,9.45,0.49321266968325794,15.386400556973776,0
2020-08-21,102900005116547,金针菇(1),1011010801,食用菌,12.738,127.38,30,0,0.0,10.0,4.89,3.43,9.45,1.0449897750511248,5.063684374029202,0
2020-08-21,102900005116714,西兰花,1011010201,花菜类,26.791,321.492,61,0,0.0,12.0,7.48,9.26,15.51,0.6042780748663101,8.243332598633458,0
2020-08-21,102900005116790,黄心菜(1),1011010101,花叶类,5.503,44.024,11,0,0.0,8.0,4.38,10.64,12.83,0.8264840182648403,4.901521933751119,0
2020-08-21,102900005116899,净藕(1),1011010402,水生根茎类,22.791,200.56080000000003,43,0,0.0,8.8,5.8,5.54,13.65,0.517241379310345,6.1401651492695315,0
2020-08-21,102900005116912,姬菇(1),1011010801,食用菌,1.572,22.008000000000003,10,0,0.0,14.000000000000002,7.52,8.99,9.45,0.8617021276595749,8.2628282606307,0
2020-08-21,102900005116233,红椒(1),1011010504,辣椒类,3.577,35.77,14,0,0.0,10.000000000000002,6.42,11.76,9.24,0.5576323987538945,7.2756119673617405,0
2020-08-22,102900011001219,红灯笼椒(1),1011010504,辣椒类,0.21,2.1,1,0,0.0,10.0,5.99,8.93,9.24,0.669449081803005,6.577358076205117,0
2020-08-22,102900011000328,螺丝椒,1011010504,辣椒类,15.620000000000001,124.96000000000001,46,0,0.0,8.0,6.08,10.18,9.24,0.3157894736842106,6.769093743041639,0
2020-08-22,102900005125815,杏鲍菇(1),1011010801,食用菌,11.789,117.89,43,0,0.0,10.0,5.42,5.05,9.45,0.845018450184502,5.708267509215377,0
2020-08-22,102900005118831,娃娃菜,1011010101,花叶类,15.0,103.5,15,0,0.0,6.9,4.03,2.48,12.83,0.7121588089330024,4.132485643970468,0
2020-08-22,102900005119975,红薯尖,1011010101,花叶类,14.353,57.412,35,0,0.0,4.0,2.4,8.42,12.83,0.6666666666666667,2.62065953264905,0
2020-08-22,102900005119944,海鲜菇(1),1011010801,食用菌,3.428,61.704,16,0,0.0,18.0,10.34,9.89,9.45,0.7408123791102514,11.474864055043835,0
2020-08-22,102900011001561,莲蓬(个),1011010402,水生根茎类,19.0,36.1,7,0,0.0,1.9000000000000001,0.76,12.17,13.65,1.5,0.8653079813275647,0
2020-08-22,102900005125808,小米椒,1011010504,辣椒类,5.595,55.95,41,0,0.0,10.000000000000002,6.1,5.86,9.24,0.6393442622950825,6.479711068621202,0
2020-08-22,102900011001806,姬菇(包),1011010801,食用菌,3.0,17.700000000000003,3,0,0.0,5.900000000000001,3.79,12.42,9.45,0.556728232189974,4.327472025576616,0
2020-08-22,102900011009970,青梗散花,1011010201,花菜类,26.719,213.752,58,0,0.0,8.0,4.43,17.06,15.51,0.8058690744920995,5.341210513624306,0
2020-08-22,102900011009246,鲜木耳(1),1011010801,食用菌,2.002,28.028,9,0,0.0,14.0,7.59,7.63,9.45,0.844532279314888,8.216953556349464,0
2020-08-22,102900011009444,大龙茄子,1011010501,茄类,11.343,90.744,21,0,0.0,8.0,4.17,10.94,6.68,0.9184652278177459,4.68223669436335,0
2020-08-22,102900011011546,海鲜菇(袋)(1),1011010801,食用菌,2.0,9.8,2,0,0.0,4.9,2.12,5.96,9.45,1.3113207547169812,2.2543598468736707,0
2020-08-22,102900011013274,白玉菇(袋),1011010801,食用菌,2.0,15.8,2,0,0.0,7.9,4.13,6.57,9.45,0.9128329297820825,4.420421706090121,0
2020-08-22,102900051000944,洪湖藕带,1011010402,水生根茎类,1.7799999999999998,53.044,6,0,0.0,29.8,22.0,24.05,13.65,0.3545454545454545,28.966425279789338,0
2020-08-22,102900051004294,青线椒,1011010504,辣椒类,5.113,40.904,22,0,0.0,8.0,5.1,7.8,9.24,0.5686274509803924,5.531453362255965,0
2020-08-22,102900051010455,黄白菜(2),1011010101,花叶类,45.365,317.555,76,0,0.0,7.0,3.75,15.61,12.83,0.8666666666666667,4.443654461429079,0
2020-08-22,102900005117209,七彩椒(1),1011010504,辣椒类,0.572,8.008,2,0,0.0,14.0,6.01,15.98,9.24,1.329450915141431,7.153058795524874,0
2020-08-22,102900011008522,甜白菜,1011010101,花叶类,15.94,127.52,16,0,0.0,8.0,4.44,9.43,12.83,0.8018018018018016,4.902285525008281,0
2020-08-22,102900005117056,泡泡椒(精品),1011010504,辣椒类,76.432,611.456,201,0,0.0,8.0,5.63,7.08,9.24,0.42095914742451157,6.058975462763668,0
2020-08-22,102900005116943,红杭椒,1011010504,辣椒类,2.02,24.24,12,0,0.0,12.0,5.69,9.99,9.24,1.1089630931458698,6.321519831129875,0
2020-08-22,102900005116912,姬菇(1),1011010801,食用菌,0.9259999999999999,14.815999999999999,5,0,0.0,16.0,8.02,8.99,9.45,0.9950124688279303,8.812218437534336,0
2020-08-22,102900005115779,云南生菜,1011010101,花叶类,31.245,249.96,83,0,0.0,8.0,5.38,15.25,12.83,0.48698884758364325,6.348082595870206,0
2020-08-22,102900005115786,竹叶菜,1011010101,花叶类,9.574,38.296,18,0,0.0,4.0,2.2,13.62,12.83,0.8181818181818181,2.546885853206761,0
2020-08-22,102900005115793,小白菜,1011010101,花叶类,5.815,93.04,16,0,0.0,16.0,10.54,7.59,12.83,0.5180265654648957,11.405692024672653,0
2020-08-22,102900005115823,上海青,1011010101,花叶类,31.614,298.998,72,17,8.571,9.457771873220725,5.82,14.43,12.83,0.6250467136118083,6.801449105995092,0
2020-08-22,102900005115908,菜心,1011010101,花叶类,18.033,144.264,49,0,0.0,8.0,5.04,13.7,12.83,0.5873015873015872,5.840092699884125,0
2020-08-22,102900005115946,木耳菜,1011010101,花叶类,8.699,52.194,21,0,0.0,6.0,3.22,7.61,12.83,0.8633540372670807,3.4852256737742184,0
2020-08-22,102900005115960,大白菜,1011010101,花叶类,18.644,74.576,18,0,0.0,4.0,2.41,22.27,12.83,0.6597510373443982,3.100476006689824,0
2020-08-22,102900005115984,云南油麦菜,1011010101,花叶类,40.661,325.288,108,0,0.0,8.0,4.93,12.81,12.83,0.6227180527383369,5.654318155751806,0
2020-08-22,102900005115762,苋菜,1011010101,花叶类,8.212,41.06,15,0,0.0,5.0,2.75,18.52,12.83,0.8181818181818181,3.3750613647520864,0
2020-08-22,102900005116233,红椒(1),1011010504,辣椒类,6.121,61.21,30,0,0.0,10.0,6.41,11.76,9.24,0.5600624024960998,7.264279238440617,0
2020-08-22,102900005116257,紫茄子(2),1011010501,茄类,14.206,170.472,26,0,0.0,12.000000000000002,6.99,6.07,6.68,0.716738197424893,7.441711913126797,0
2020-08-22,102900005116509,青茄子(1),1011010501,茄类,4.873,34.111,11,0,0.0,6.999999999999999,5.09,5.01,6.68,0.3752455795677798,5.358458785135277,0
2020-08-22,102900005116530,西峡香菇(1),1011010801,食用菌,11.61,229.87800000000001,54,0,0.0,19.8,13.6,13.82,9.45,0.4558823529411766,15.78092364817823,0
2020-08-22,102900005116547,金针菇(1),1011010801,食用菌,13.14,131.4,31,0,0.0,10.0,4.09,3.43,9.45,1.4449877750611249,4.235269752511131,0
2020-08-22,102900005116714,西兰花,1011010201,花菜类,29.167,350.004,74,0,0.0,12.0,7.28,9.26,15.51,0.6483516483516483,8.022922636103152,0
2020-08-22,102900005116790,黄心菜(1),1011010101,花叶类,9.926,79.408,15,0,0.0,8.0,4.4,10.64,12.83,0.8181818181818181,4.923903312444048,0
2020-08-22,102900005116899,净藕(1),1011010402,水生根茎类,21.992,193.52960000000002,41,0,0.0,8.8,5.88,5.54,13.65,0.4965986394557824,6.224857082362905,0
2020-08-22,102900005116226,青尖椒,1011010504,辣椒类,5.118,30.708,19,0,0.0,5.999999999999999,3.99,6.72,9.24,0.5037593984962403,4.277444253859349,0
2020-08-23,102900005125815,杏鲍菇(1),1011010801,食用菌,10.926,109.26,36,0,0.0,10.0,5.6,5.05,9.45,0.7857142857142858,5.897840968931016,0
2020-08-23,102900005125808,小米椒,1011010504,辣椒类,4.663,46.63,38,0,0.0,10.0,5.38,5.86,9.24,0.8587360594795539,5.714892712980667,0
2020-08-23,102900005118831,娃娃菜,1011010101,花叶类,9.0,62.1,9,0,0.0,6.9,4.09,2.48,12.83,0.6870415647921762,4.194011484823626,0
2020-08-23,102900005119975,红薯尖,1011010101,花叶类,12.208,48.832,31,0,0.0,4.0,2.4,8.42,12.83,0.6666666666666667,2.62065953264905,0
2020-08-23,102900005119944,海鲜菇(1),1011010801,食用菌,1.7409999999999999,31.338,8,0,0.0,18.000000000000004,10.42,9.89,9.45,0.7274472168905954,11.563644434579958,0
2020-08-23,102900011000328,螺丝椒,1011010504,辣椒类,15.187000000000001,121.49600000000001,43,0,0.0,8.0,6.06,10.18,9.24,0.3201320132013201,6.746826987307949,0
2020-08-23,102900005123880,灯笼椒(1),1011010504,辣椒类,1.215,9.72,3,0,0.0,8.0,4.25,16.33,9.24,0.8823529411764706,5.079478905222899,0
2020-08-23,102900011001219,红灯笼椒(1),1011010504,辣椒类,1.142,11.42,4,0,0.0,10.0,6.07,8.93,9.24,0.6474464579901154,6.665202591413198,0
2020-08-23,102900011009970,青梗散花,1011010201,花菜类,30.991,247.928,61,0,0.0,8.0,4.42,17.06,15.51,0.8099547511312217,5.329153605015674,0
2020-08-23,102900011001806,姬菇(包),1011010801,食用菌,3.0,17.700000000000003,3,0,0.0,5.900000000000001,3.81,12.42,9.45,0.5485564304461945,4.350308289563827,0
2020-08-23,102900011008522,甜白菜,1011010101,花叶类,19.979,159.832,20,0,0.0,8.0,4.44,9.43,12.83,0.8018018018018016,4.902285525008281,0
2020-08-23,102900011009444,大龙茄子,1011010501,茄类,18.536,148.288,36,0,0.0,8.0,6.24,10.94,6.68,0.28205128205128194,7.006512463507748,0
2020-08-23,102900051010455,黄白菜(2),1011010101,花叶类,43.975,307.825,84,0,0.0,6.999999999999999,3.87,15.61,12.83,0.808785529715762,4.58585140419481,0
2020-08-23,102900011013274,白玉菇(袋),1011010801,食用菌,2.0,15.8,2,0,0.0,7.9,4.24,6.57,9.45,0.8632075471698113,4.538156908915766,0
2020-08-23,102900051000944,洪湖藕带,1011010402,水生根茎类,1.175,35.015,5,0,0.0,29.8,22.0,24.05,13.65,0.3545454545454545,28.966425279789338,0
2020-08-23,102900051004294,青线椒,1011010504,辣椒类,4.949,39.592,31,0,0.0,8.0,4.62,7.8,9.24,0.7316017316017316,5.010845986984815,0
2020-08-23,102900005118824,高瓜(1),1011010402,水生根茎类,1.127,13.524000000000001,4,0,0.0,12.0,5.44,29.25,13.65,1.2058823529411762,7.68904593639576,0
2020-08-23,102900011001561,莲蓬(个),1011010402,水生根茎类,18.0,34.199999999999996,9,0,0.0,1.8999999999999997,0.76,12.17,13.65,1.4999999999999996,0.8653079813275647,0
2020-08-23,102900005117056,泡泡椒(精品),1011010504,辣椒类,53.843,430.744,165,0,0.0,8.0,5.62,7.08,9.24,0.42348754448398584,6.048213517003874,0
2020-08-23,102900011011546,海鲜菇(袋)(1),1011010801,食用菌,8.0,39.2,8,0,0.0,4.9,2.08,5.96,9.45,1.3557692307692308,2.211824755423224,0
2020-08-23,102900005116912,姬菇(1),1011010801,食用菌,1.627,26.032,10,0,0.0,16.0,10.43,8.99,9.45,0.5340364333652925,11.460279090209866,0
2020-08-23,102900005116943,红杭椒,1011010504,辣椒类,1.746,20.952,15,0,0.0,12.000000000000002,5.75,9.99,9.24,1.0869565217391308,6.388179091212088,0
2020-08-23,102900005115762,苋菜,1011010101,花叶类,6.385,31.925,13,0,0.0,5.0,2.85,18.52,12.83,0.7543859649122806,3.49779086892489,0
2020-08-23,102900005115779,云南生菜,1011010101,花叶类,31.328,281.952,77,0,0.0,9.0,5.38,15.25,12.83,0.6728624535315986,6.348082595870206,0
2020-08-23,102900005115786,竹叶菜,1011010101,花叶类,17.869,71.476,40,0,0.0,4.0,2.18,13.62,12.83,0.8348623853211008,2.5237323454503358,0
2020-08-23,102900005115793,小白菜,1011010101,花叶类,8.081,129.296,18,0,0.0,16.0,10.43,7.59,12.83,0.5340364333652925,11.286657288172275,0
2020-08-23,102900005115908,菜心,1011010101,花叶类,11.961,88.652,30,3,1.759,7.411754869994147,4.97,13.7,12.83,0.4912987665984201,5.758980301274623,0
2020-08-23,102900005115960,大白菜,1011010101,花叶类,18.872,75.488,21,0,0.0,4.0,2.4,22.27,12.83,0.6666666666666667,3.0876109610189117,0
2020-08-23,102900005115984,云南油麦菜,1011010101,花叶类,28.008,224.064,69,0,0.0,8.0,5.0,12.81,12.83,0.6000000000000001,5.734602592040371,0
2020-08-23,102900005115823,上海青,1011010101,花叶类,40.567,400.2002,94,9,3.907,9.865166268148988,5.69,14.43,12.83,0.733772630606149,6.649526703283861,0
2020-08-23,102900005116233,红椒(1),1011010504,辣椒类,6.0520000000000005,60.52,27,0,0.0,10.0,6.3,11.76,9.24,0.5873015873015874,7.1396192203082505,0
2020-08-23,102900005116257,紫茄子(2),1011010501,茄类,20.956,251.472,42,0,0.0,12.0,6.97,6.07,6.68,0.7216642754662841,7.420419461300968,0
2020-08-23,102900005116509,青茄子(1),1011010501,茄类,7.824,54.768,12,0,0.0,7.0,5.73,5.01,6.68,0.22164048865619534,6.032213917254449,0
2020-08-23,102900005116530,西峡香菇(1),1011010801,食用菌,14.952,296.0496,81,0,0.0,19.8,13.6,13.82,9.45,0.4558823529411766,15.78092364817823,0
2020-08-23,102900005116547,金针菇(1),1011010801,食用菌,12.98,129.8,31,0,0.0,10.0,5.63,3.43,9.45,0.7761989342806395,5.829967898933416,0
2020-08-23,102900005116714,西兰花,1011010201,花菜类,40.565,527.345,97,0,0.0,13.000000000000002,7.85,9.26,15.51,0.656050955414013,8.651091029314525,0
2020-08-23,102900005116790,黄心菜(1),1011010101,花叶类,13.319,106.552,18,0,0.0,8.0,4.81,10.64,12.83,0.6632016632016633,5.38272157564906,0
2020-08-23,102900005116226,青尖椒,1011010504,辣椒类,4.917,29.502,10,0,0.0,6.0,4.14,6.72,9.24,0.4492753623188408,4.438250428816467,0
2020-08-23,102900005116899,净藕(1),1011010402,水生根茎类,25.755,226.644,40,0,0.0,8.8,5.94,5.54,13.65,0.4814814814814814,6.288376032182935,0
2020-08-24,102900011000328,螺丝椒,1011010504,辣椒类,13.031,104.248,36,0,0.0,8.0,6.03,10.18,9.24,0.3266998341625207,6.713426853707415,0
2020-08-24,102900005125815,杏鲍菇(1),1011010801,食用菌,9.553,95.53,25,0,0.0,10.0,5.65,5.05,9.45,0.7699115044247786,5.9505002632964725,0
2020-08-24,102900005125808,小米椒,1011010504,辣椒类,3.052,30.52,28,0,0.0,10.0,5.57,5.86,9.24,0.7953321364452424,5.9167197790524755,0
2020-08-24,102900005118831,娃娃菜,1011010101,花叶类,9.0,62.1,9,0,0.0,6.9,4.06,2.48,12.83,0.6995073891625618,4.163248564397047,0
2020-08-24,102900005119975,红薯尖,1011010101,花叶类,14.677,58.708,31,0,0.0,4.0,2.4,8.42,12.83,0.6666666666666667,2.62065953264905,0
2020-08-24,102900005119944,海鲜菇(1),1011010801,食用菌,1.77,31.86,8,0,0.0,18.0,10.42,9.89,9.45,0.727447216890595,11.563644434579958,0
2020-08-24,102900011001219,红灯笼椒(1),1011010504,辣椒类,0.972,9.719999999999999,2,0,0.0,9.999999999999998,6.73,8.93,9.24,0.4858841010401185,7.389919841879872,0
2020-08-24,102900005123880,灯笼椒(1),1011010504,辣椒类,0.451,3.608,1,0,0.0,8.0,4.26,16.33,9.24,0.8779342723004695,5.091430620294012,0
2020-08-24,102900011001806,姬菇(包),1011010801,食用菌,3.0,17.700000000000003,3,0,0.0,5.900000000000001,3.8,12.42,9.45,0.5526315789473688,4.338890157570221,0
2020-08-24,102900051010455,黄白菜(2),1011010101,花叶类,74.578,298.312,108,0,0.0,4.0,2.81,15.61,12.83,0.42348754448398584,3.3297784097641903,0
2020-08-24,102900011008522,甜白菜,1011010101,花叶类,17.831,142.648,14,0,0.0,8.0,4.44,9.43,12.83,0.8018018018018016,4.902285525008281,0
2020-08-24,102900011009444,大龙茄子,1011010501,茄类,8.296,66.368,19,0,0.0,8.0,5.31,10.94,6.68,0.5065913370998119,5.962272625196496,0
2020-08-24,102900011011546,海鲜菇(袋)(1),1011010801,食用菌,3.0,14.700000000000001,3,0,0.0,4.9,2.27,5.96,9.45,1.1585903083700444,2.4138664398128458,0
2020-08-24,102900011013274,白玉菇(袋),1011010801,食用菌,2.0,15.8,2,0,0.0,7.9,4.22,6.57,9.45,0.8720379146919433,4.516750508402012,0
2020-08-24,102900051000944,洪湖藕带,1011010402,水生根茎类,0.889,26.4922,3,0,0.0,29.8,22.0,24.05,13.65,0.3545454545454545,28.966425279789338,0
2020-08-24,102900051004294,青线椒,1011010504,辣椒类,6.256,50.048,25,0,0.0,8.0,5.01,7.8,9.24,0.5968063872255489,5.433839479392624,0
2020-08-24,102900005118824,高瓜(1),1011010402,水生根茎类,1.202,14.424,5,0,0.0,12.0,5.49,29.25,13.65,1.1857923497267757,7.759717314487633,0
2020-08-24,106956146480197,白玉菇(2),1011010801,食用菌,1.0,3.5,1,0,0.0,3.5,2.46,7.3,9.45,0.4227642276422765,2.6537216828478964,0
2020-08-24,102900011008164,奶白菜,1011010101,花叶类,9.772,68.404,27,0,0.0,6.999999999999999,4.68,15.68,12.83,0.4957264957264955,5.550284629981024,0
2020-08-24,102900005117209,七彩椒(1),1011010504,辣椒类,0.887,12.418,2,0,0.0,13.999999999999998,6.74,15.98,9.24,1.0771513353115725,8.021899547726731,0
2020-08-24,102900011009970,青梗散花,1011010201,花菜类,20.801,166.408,43,0,0.0,8.0,5.1,17.06,15.51,0.5686274509803924,6.1490233904027,0
2020-08-24,102900005116943,红杭椒,1011010504,辣椒类,1.042,10.42,7,0,0.0,10.0,5.6,9.99,9.24,0.7857142857142858,6.221530941006554,0
2020-08-24,102900005117056,泡泡椒(精品),1011010504,辣椒类,59.968,455.7568,147,0,0.0,7.6,5.55,7.08,9.24,0.36936936936936937,5.9728798966853205,0
2020-08-24,102900005115762,苋菜,1011010101,花叶类,4.958,24.79,9,0,0.0,5.0,2.24,18.52,12.83,1.2321428571428568,2.749140893470791,0
2020-08-24,102900005115779,云南生菜,1011010101,花叶类,28.15,225.2,63,0,0.0,8.0,5.0,15.25,12.83,0.6000000000000001,5.899705014749262,0
2020-08-24,102900005115786,竹叶菜,1011010101,花叶类,8.193,32.772,19,0,0.0,4.0,1.89,13.62,12.83,1.1164021164021167,2.1880064829821717,0
2020-08-24,102900005115793,小白菜,1011010101,花叶类,7.468999999999999,134.442,16,0,0.0,18.000000000000004,12.13,7.59,12.83,0.4839241549876341,13.126285034087221,0
2020-08-24,102900005115823,上海青,1011010101,花叶类,31.723,317.23,72,0,0.0,10.000000000000002,5.66,14.43,12.83,0.7667844522968201,6.614467687273577,0
2020-08-24,102900005115946,木耳菜,1011010101,花叶类,8.455,59.185,19,0,0.0,7.0,3.71,7.61,12.83,0.8867924528301887,4.015586102392034,0
2020-08-24,102900005115960,大白菜,1011010101,花叶类,10.522,52.61,14,0,0.0,5.0,2.8,22.27,12.83,0.7857142857142858,3.6022127878553967,0
2020-08-24,102900005115984,云南油麦菜,1011010101,花叶类,18.497,166.473,49,0,0.0,9.0,5.49,12.81,12.83,0.639344262295082,6.2965936460603285,0
2020-08-24,102900005115908,菜心,1011010101,花叶类,8.873,70.984,21,0,0.0,8.0,4.93,13.7,12.83,0.6227180527383369,5.712630359212051,0
2020-08-24,102900005116233,红椒(1),1011010504,辣椒类,7.707,61.656,24,0,0.0,8.0,6.43,11.76,9.24,0.2441679626749611,7.286944696282865,0
2020-08-24,102900005116912,姬菇(1),1011010801,食用菌,1.264,20.224,4,0,0.0,16.0,10.43,8.99,9.45,0.5340364333652925,11.460279090209866,0
2020-08-24,102900005116226,青尖椒,1011010504,辣椒类,3.713,22.278,9,0,0.0,5.999999999999999,3.47,6.72,9.24,0.7291066282420746,3.7199828473413383,0
2020-08-24,102900005116790,黄心菜(1),1011010101,花叶类,7.996,63.968,14,0,0.0,8.0,5.0,10.64,12.83,0.6000000000000001,5.595344673231871,0
2020-08-24,102900005116714,西兰花,1011010201,花菜类,20.983,272.779,46,0,0.0,13.0,8.27,9.26,15.51,0.5719467956469166,9.113951950628168,0
2020-08-24,102900005116899,净藕(1),1011010402,水生根茎类,18.214,160.28320000000002,29,0,0.0,8.800000000000002,5.77,5.54,13.65,0.5251299826689779,6.108405674359517,0
2020-08-24,102900005116530,西峡香菇(1),1011010801,食用菌,9.491,187.92180000000002,44,0,0.0,19.800000000000004,13.6,13.82,9.45,0.45588235294117685,15.78092364817823,0
2020-08-24,102900005116509,青茄子(1),1011010501,茄类,6.333,44.330999999999996,13,0,0.0,6.999999999999999,4.65,5.01,6.68,0.5053763440860213,4.895252131803348,0
2020-08-24,102900005116257,紫茄子(2),1011010501,茄类,12.245000000000001,122.45,23,0,0.0,10.0,6.6,6.07,6.68,0.5151515151515151,7.026509102523155,0
2020-08-24,102900005116547,金针菇(1),1011010801,食用菌,8.498,84.98,21,0,0.0,10.000000000000002,4.04,3.43,9.45,1.4752475247524757,4.183493838666252,0
2020-08-25,102900011001219,红灯笼椒(1),1011010504,辣椒类,0.982,9.82,3,0,0.0,10.0,6.68,8.93,9.24,0.4970059880239521,7.335017019874821,0
2020-08-25,102900005118831,娃娃菜,1011010101,花叶类,11.0,75.9,11,0,0.0,6.9,4.27,2.48,12.83,0.6159250585480096,4.378589007383101,0
2020-08-25,102900005119944,海鲜菇(1),1011010801,食用菌,2.092,37.656,9,0,0.0,18.0,10.31,9.89,9.45,0.7458777885548011,11.44157141271779,0
2020-08-25,102900005119975,红薯尖,1011010101,花叶类,12.466000000000001,49.864000000000004,33,0,0.0,4.0,1.6,8.42,12.83,1.5,1.7471063550993668,0
2020-08-25,102900005125808,小米椒,1011010504,辣椒类,3.724,37.24,32,0,0.0,10.0,5.58,5.86,9.24,0.7921146953405018,5.927342256214149,0
2020-08-25,102900005125815,杏鲍菇(1),1011010801,食用菌,11.007,110.07,36,0,0.0,10.0,5.68,5.05,9.45,0.7605633802816902,5.982095839915745,0
