日期,单品编码,单品名称,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,平均零售单价(元/千克)
2023-06-30,102900011008164,奶白菜,1011010101,花叶类,9.044,36.176,20,0,0.0,4.0
2023-06-30,102900011013274,白玉菇(袋),1011010801,食用菌,1.0,4.1,1,1,1.0,4.1
2023-06-30,102900011016701,芜湖青椒(1),1011010504,辣椒类,15.896,82.6592,46,0,0.0,5.199999999999999
2023-06-30,102900011018132,野生粉藕,1011010402,水生根茎类,0.231,6.006,1,0,0.0,26.0
2023-06-30,102900011022764,长线茄,1011010501,茄类,8.789,105.468,20,0,0.0,12.0
2023-06-30,102900011023464,小青菜(1),1011010101,花叶类,4.709,24.486800000000002,11,0,0.0,5.200000000000001
2023-06-30,102900011030059,云南生菜(份),1011010101,花叶类,36.0,206.4,36,2,2.0,5.733333333333333
2023-06-30,102900011030097,云南油麦菜(份),1011010101,花叶类,25.0,111.2,25,2,2.0,4.448
2023-06-30,102900011030110,菠菜(份),1011010101,花叶类,11.0,64.0,11,5,5.0,5.818181818181818
2023-06-30,102900011031100,小米椒(份),1011010504,辣椒类,23.0,131.1,23,1,1.0,5.7
2023-06-30,102900011031926,虫草花(份),1011010801,食用菌,2.0,7.6,2,0,0.0,3.8
2023-06-30,102900011032022,小皱皮(份),1011010504,辣椒类,10.0,26.9,10,1,1.0,2.69
2023-06-30,102900011032251,螺丝椒(份),1011010504,辣椒类,10.0,56.6,10,1,1.0,5.66
2023-06-30,102900011032732,高瓜(2),1011010402,水生根茎类,0.512,7.574399999999999,2,2,0.512,14.793749999999998
2023-06-30,102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,9.0,43.199999999999996,9,0,0.0,4.8
2023-06-30,102900011034026,枝江青梗散花,1011010201,花菜类,11.187,134.0625,24,9,4.007,11.98377581120944
2023-06-30,102900011034330,双孢菇(盒),1011010801,食用菌,9.0,44.0,9,2,2.0,4.888888888888889
2023-06-30,102900011034439,青红杭椒组合装(份),1011010504,辣椒类,4.0,23.2,4,0,0.0,5.8
2023-06-30,102900011035078,红椒(2),1011010504,辣椒类,1.92,36.32,9,1,0.26,18.916666666666668
2023-06-30,102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,2.0,5.8,2,2,2.0,2.9
2023-06-30,102900011036686,木耳菜(份),1011010101,花叶类,1.0,3.9,1,0,0.0,3.9
2023-06-30,102900051000463,圆茄子(2),1011010501,茄类,1.376,7.1552,3,0,0.0,5.2
2023-06-30,102900051000944,洪湖藕带,1011010402,水生根茎类,4.339,80.483,14,11,3.415,18.548743950218945
2023-06-30,106949711300259,金针菇(盒),1011010801,食用菌,13.0,25.2,13,1,1.0,1.9384615384615385
2023-06-30,106971533450003,海鲜菇(包),1011010801,食用菌,6.0,14.4,6,3,3.0,2.4
