单品编码,单品名称,分类编码,分类名称,销售天数,总销量,总销售额,有销量日均销量(千克),单日最大销量,日销量标准差,日销量变异系数
102900011031599,杏鲍菇(份),1011010801,食用菌,19,102.0,311.4,5.368421052631579,9.0,3.003896105537856,0.5595492745609731
106956146480203,蟹味菇(2),1011010801,食用菌,32,95.0,394.3,2.96875,9.0,1.942468914518574,0.6543053185746776
102900011012482,茶树菇(袋),1011010801,食用菌,48,90.0,771.0,1.875,4.0,0.9812063786211382,0.5233100685979404
106957634300058,蟹味菇(盒),1011010801,食用菌,32,81.0,232.2,2.53125,6.0,1.5859132913693408,0.6265336459730729
102900011032633,海鲜菇(2),1011010801,食用菌,43,51.894999999999996,734.2768,1.2068604651162789,3.622,0.7906122576656696,0.6550983154373985
102900051009336,虫草花,1011010801,食用菌,82,39.977,1155.1684,0.4875243902439024,1.734,0.3316347174490705,0.6802423100989016
102900011030608,牛排菇(盒),1011010801,食用菌,24,35.0,285.8,1.4583333333333333,4.0,0.9770927002733856,0.6700064230446073
102900011032626,鲜木耳(2),1011010801,食用菌,41,28.535,357.7266,0.6959756097560975,1.963,0.42266662322715276,0.607300912995033
102900005117353,白玉菇(1),1011010801,食用菌,8,22.0,107.80000000000001,2.75,5.0,1.4880476182856899,0.54110822483116
102900011032640,姬菇(2),1011010801,食用菌,33,16.953,243.6166,0.5137272727272727,1.349,0.3138203380048121,0.6108695307118976
102900011011669,秀珍菇,1011010801,食用菌,17,14.708,223.82999999999998,0.8651764705882353,2.513,0.5990959058546175,0.6924551536258157
102900011036068,菌蔬四宝(份),1011010801,食用菌,4,13.0,86.7,3.25,5.0,1.707825127659933,0.5254846546645948
102900011026793,杏鲍菇(250克),1011010801,食用菌,5,10.0,49.0,2.0,3.0,1.0,0.5
102900011031841,双孢菇(份),1011010801,食用菌,4,10.0,79.80000000000001,2.5,6.0,2.3804761428476167,0.9521904571390467
102900011033968,西峡花菇(2),1011010801,食用菌,10,9.24,178.0668,0.924,2.509,0.8457705231194677,0.9153360639821078
102900011034705,菌菇火锅套餐(份),1011010801,食用菌,4,8.0,90.10000000000001,2.0,3.0,1.1547005383792515,0.5773502691896257
102900011030615,猪肚菇(盒),1011010801,食用菌,6,7.0,79.4,1.1666666666666667,2.0,0.408248290463863,0.34992710611188255
106931885000035,绣球菌,1011010801,食用菌,6,7.0,89.9,1.1666666666666667,2.0,0.408248290463863,0.34992710611188255
102900011021699,牛排菇,1011010801,食用菌,10,6.602,187.40359999999998,0.6602,1.585,0.421538135878594,0.6385006602220449
102900011012871,黑皮鸡枞菌,1011010801,食用菌,16,5.795,603.127,0.3621875,1.104,0.2563368145624034,0.7077461661774728
102900011030561,赤松茸(盒),1011010801,食用菌,5,5.0,84.0,1.0,1.0,0.0,0.0
102900011030622,黑牛肝菌(盒),1011010801,食用菌,3,4.0,79.2,1.3333333333333333,2.0,0.5773502691896258,0.4330127018922194
102900011030639,黑皮鸡枞菌(盒),1011010801,食用菌,3,4.0,69.3,1.3333333333333333,2.0,0.5773502691896257,0.4330127018922193
102900011008577,猴头菇,1011010801,食用菌,3,3.0,24.5,1.0,1.0,0.0,0.0
102900011034538,花菇(一人份),1011010801,食用菌,3,3.0,18.7,1.0,1.0,0.0,0.0
102900011036266,鹿茸菇(盒),1011010801,食用菌,2,3.0,14.700000000000001,1.5,2.0,0.7071067811865476,0.47140452079103173
102900011021675,赤松茸,1011010801,食用菌,3,2.388,61.6104,0.7959999999999999,1.165,0.39285238958163404,0.49353315274074633
106931885000356,绣球菌(袋),1011010801,食用菌,2,2.0,25.6,1.0,1.0,0.0,0.0
102900011010563,鸡枞菌,1011010801,食用菌,3,1.2149999999999999,92.097,0.40499999999999997,0.584,0.2224207724112116,0.549187092373362
102900011011058,黑牛肝菌,1011010801,食用菌,3,1.084,81.14439999999999,0.36133333333333334,0.638,0.2396024485128091,0.6631064073232724
102900011023075,活体银耳,1011010801,食用菌,1,1.0,4.9,1.0,1.0,,
102900011031858,金针菇(份),1011010801,食用菌,1,1.0,3.5,1.0,1.0,,
106973223300667,虫草花(盒)(2),1011010801,食用菌,1,1.0,12.9,1.0,1.0,,
