日期,花叶类,花菜类,水生根茎类,食用菌,辣椒类,茄类
2021-07-27,189.082,53.678000000000004,33.891,29.008,54.649,20.927
2021-07-28,205.803,58.303000000000004,32.418,35.805,63.485,15.551
2021-07-29,193.613,31.376,17.107,26.28,33.377,59.522000000000006
2021-07-30,214.155,43.631,20.72,28.865000000000002,50.32099999999999,33.845
2021-07-31,255.972,47.858999999999995,23.282,44.567,57.01499999999999,24.536
2021-08-01,251.27100000000002,66.798,36.228,42.984,76.324,20.536
2021-08-02,283.115,24.162,22.943,57.647999999999996,79.129,35.577
2021-08-03,264.825,20.641,27.549,42.284,55.900999999999996,48.443999999999996
2021-08-04,313.269,14.278,22.617,50.028,89.04,33.147
2021-08-05,245.944,26.638,15.634,58.355000000000004,65.069,29.119999999999997
2021-08-06,189.756,28.948,22.376,51.397,51.048,20.331
2021-08-07,232.089,40.416,28.627,53.974000000000004,69.382,23.784
2021-08-08,265.775,50.406,24.273,57.351,54.567,32.192
2021-08-09,234.344,56.607,19.711000000000002,41.987,61.457,31.015
2021-08-10,193.189,11.233,24.532,39.230000000000004,66.971,22.361
2021-08-11,225.45,1.054,20.738,44.244,61.666,25.757
2021-08-12,275.876,12.870000000000001,28.536,52.714,83.793,37.175
2021-08-13,274.08,3.504,37.722,57.871,88.147,49.079
2021-08-14,281.13,16.528,27.112000000000002,74.363,96.491,35.09
2021-08-15,297.827,8.103,49.471000000000004,61.545,78.349,31.244999999999997
2021-08-16,190.57299999999998,6.045,50.533,41.091,52.116,24.663
2021-08-17,183.216,9.498000000000001,56.144999999999996,57.879,59.86000000000001,28.565
2021-08-18,185.59,8.645,54.55,38.636,54.410000000000004,25.035
2021-08-19,183.245,8.906,28.569,35.688,50.98800000000001,31.477999999999998
2021-08-20,195.116,47.274,27.29,42.358000000000004,47.075,25.752
2021-08-21,241.956,34.9,37.692,70.575,67.62899999999999,33.887
2021-08-22,281.156,1.546,51.313,60.822,94.447,21.861
2021-08-23,178.374,4.509,38.788,40.53,15.773,29.713
2021-08-24,168.012,9.206999999999999,31.616,43.365,53.891000000000005,22.695
2021-08-25,145.216,2.219,35.363,34.177,53.903,27.139
2021-08-26,255.505,5.452,63.126,49.747,61.124,34.842
2021-08-27,259.053,19.567999999999998,56.396,61.288,64.045,33.381
2021-08-28,244.915,35.501999999999995,49.574,61.493,75.85000000000001,34.078
2021-08-29,229.082,56.181,55.375,65.999,81.325,39.917
2021-08-30,178.587,48.287000000000006,40.953,47.989,65.327,41.208
2021-08-31,165.821,42.879,31.335,42.531,66.341,39.432
2021-09-01,177.642,8.003,47.449,61.883,44.769,27.264000000000003
2021-09-02,161.364,27.869,45.638,40.494,44.128,24.511000000000003
2021-09-03,149.219,24.967,54.833999999999996,46.246,42.436,20.685
2021-09-04,221.353,32.878,66.40899999999999,78.639,90.712,26.823
2021-09-05,238.552,51.129,58.946,74.857,63.285,30.823
2021-09-06,191.936,34.751,33.471,37.744,42.718,20.716
2021-09-07,163.316,23.172,34.141999999999996,44.438,45.236,19.175
2021-09-08,161.268,15.183,38.571,42.227,36.083,16.32
2021-09-09,120.989,14.255,39.028,41.997,39.957,12.804
2021-09-10,133.882,24.651,43.851,35.582,36.978,13.491
2021-09-11,257.43,18.06,67.532,62.394000000000005,53.879999999999995,26.026
2021-09-12,275.532,32.063,57.208,57.278000000000006,52.389,34.906
2021-09-13,152.695,11.356,29.936999999999998,31.415,46.013999999999996,26.428
2021-09-14,163.291,10.777000000000001,41.431000000000004,35.185,34.598,24.411
2021-09-15,150.327,12.702,32.841,35.282,33.653,20.887
2021-09-16,97.458,9.283,35.964999999999996,38.913,33.706,28.808
2021-09-17,128.348,13.163,31.276,33.650999999999996,30.378,22.689
2021-09-18,134.812,35.325,34.827,41.645,45.04900000000001,25.935000000000002
2021-09-19,217.32,51.647,93.77,113.493,75.51100000000001,46.834999999999994
2021-09-20,224.8,70.42599999999999,94.882,92.289,88.648,40.869
2021-09-21,239.76999999999998,56.3,94.155,81.116,100.446,32.473
2021-09-22,138.42000000000002,39.227000000000004,30.22,36.948,50.963,31.009
2021-09-23,107.29,27.567,19.216,33.475,45.501000000000005,22.845
2021-09-24,104.729,8.431000000000001,32.314,40.365,40.147,15.31
2021-09-25,186.971,48.621,43.444,38.452,77.276,36.043
2021-09-26,150.342,2.299,48.868,27.192,46.272,28.75
2021-09-27,96.875,4.863,42.394999999999996,12.762,32.674,11.333
2021-09-28,104.01,12.669,33.697,21.671,34.777,19.695999999999998
2021-09-29,113.13499999999999,23.336,39.563,15.119,50.474,14.816
2021-09-30,106.12299999999999,34.511,38.451,22.234,37.589000000000006,18.756999999999998
2021-10-01,205.461,57.402,69.809,45.217,81.648,36.474
2021-10-02,171.744,40.743,61.245999999999995,38.088,67.466,31.974
2021-10-03,176.12300000000002,41.993,52.697,43.269999999999996,37.899,27.064999999999998
2021-10-04,172.9,40.928,40.08,38.497,70.16499999999999,20.632
2021-10-05,183.026,51.957,53.813,33.416,74.013,36.423
2021-10-06,265.796,42.165,50.852,55.723,79.233,24.095
2021-10-07,183.783,23.278,51.57,45.794,62.908,20.343000000000004
2021-10-08,138.652,19.823,49.695,50.073,65.80499999999999,23.041
2021-10-09,133.096,22.221999999999998,41.198,33.34,61.377,16.791999999999998
2021-10-10,263.384,41.877,58.704,78.23400000000001,111.30600000000001,24.273
2021-10-11,88.447,4.407,45.351,26.96,64.75500000000001,14.56
2021-10-12,100.028,18.627,29.953000000000003,38.769,57.257,12.799000000000001
2021-10-13,89.902,16.528,36.526,39.51,44.341,11.277000000000001
2021-10-14,77.809,14.852,38.263999999999996,28.438000000000002,38.431,10.190999999999999
2021-10-15,146.297,23.991,65.659,84.89,54.93300000000001,10.811
2021-10-16,273.582,36.28,54.821,73.514,93.373,14.772
2021-10-17,163.589,26.795,56.019999999999996,65.816,64.30799999999999,13.639
2021-10-18,84.784,20.606,44.513,30.066000000000003,40.29,10.502
2021-10-19,78.684,16.958,42.738,32.2,40.052,8.766
2021-10-20,109.339,25.154,41.248,41.873,43.480000000000004,8.978
2021-10-21,79.858,11.947,46.91,38.753,29.336,11.262
2021-10-22,75.936,16.412,45.315,40.039,30.077999999999996,5.062
2021-10-23,100.678,18.086,61.274,87.828,51.363,9.346
2021-10-24,101.014,9.108,47.917,55.632000000000005,41.481,11.389000000000001
2021-10-25,48.556,8.749,33.696,46.731,27.46,7.279
2021-10-26,66.948,12.041,37.215999999999994,48.637,35.664,8.68
2021-10-27,94.727,15.305,36.161,35.369,32.692,6.836
2021-10-28,80.941,6.449,37.949,31.659,25.502,3.122
2021-10-29,89.73,13.574,40.045,47.926,25.203,11.123999999999999
2021-10-30,140.981,17.279,59.756,79.731,26.181,12.133
2021-10-31,92.342,28.424,55.961,75.305,35.237,8.639
2021-11-01,60.969,26.24,44.316,40.999,23.438999999999997,10.293000000000001
2021-11-02,68.05499999999999,25.844,39.893,49.667,25.556,13.551
2021-11-03,50.572,27.868,39.941,82.957,25.358999999999998,5.176
2021-11-04,64.051,23.879,42.366,61.122,24.241,12.227
2021-11-05,83.867,37.479,58.696,104.608,37.123000000000005,6.524
2021-11-06,108.548,28.063,63.927,128.993,35.493,9.658000000000001
2021-11-07,145.887,35.638,64.62200000000001,155.029,46.669,14.185
2021-11-08,66.376,28.296,58.811,58.55799999999999,24.775000000000002,10.661999999999999
2021-11-09,44.867,27.933,43.617000000000004,52.288000000000004,23.625999999999998,3.419
2021-11-10,49.063,27.656,49.851,48.096000000000004,28.642,3.044
2021-11-11,48.787,13.156,35.903,47.256,22.692,3.602
2021-11-12,51.422,18.935,50.696,55.135999999999996,25.182000000000002,10.337
2021-11-13,70.452,20.049,55.708,57.321,28.791999999999998,10.383
2021-11-14,99.456,30.582,53.547,71.072,39.412,14.612
2021-11-15,42.62,12.677,28.879,36.29,29.577,7.193999999999999
2021-11-16,53.515,12.525,19.63,36.117999999999995,27.575,2.834
2021-11-17,45.689,15.791,34.26,44.036,23.355,7.203
2021-11-18,41.864000000000004,6.018,21.426,35.182,16.566,3.246
2021-11-19,38.008,8.768,28.706,35.174,19.490000000000002,6.776
2021-11-20,95.757,14.406,55.583999999999996,73.711,34.164,9.051
2021-11-21,80.775,19.739,47.590999999999994,102.367,30.26,17.990000000000002
2021-11-22,42.247,9.756,32.75,24.416,22.036,9.175
2021-11-23,55.622,9.495,31.403,24.705,18.004,5.163
2021-11-24,39.991,12.559,33.315,22.259,21.68,9.217
2021-11-25,44.906,10.217,30.299,17.266,20.413,5.166
2021-11-26,51.836,17.511,41.233999999999995,23.644,14.854999999999999,6.0600000000000005
2021-11-27,68.057,23.115,58.68,44.646,37.591,11.622000000000002
2021-11-28,78.347,21.817,49.546,56.96,25.149,9.693999999999999
2021-11-29,57.865,9.182,29.919999999999998,20.934,19.811999999999998,5.796
2021-11-30,43.009,25.737,30.369,30.467,32.472,7.103
2021-12-01,74.607,18.93,30.015,24.864,24.119,5.252
2021-12-02,58.359,18.262999999999998,25.404,20.085,22.703,4.474
2021-12-03,73.84700000000001,20.739,18.925,54.498,25.931000000000004,5.683
2021-12-04,93.905,22.865000000000002,62.259,92.695,36.36,9.205
2021-12-05,115.184,25.795,50.994,100.244,37.123,10.65
2021-12-06,64.231,14.424,12.844,45.510999999999996,37.461,8.862
2021-12-07,63.263,16.639,31.831,36.621,29.637999999999998,6.648000000000001
2021-12-08,70.377,15.059000000000001,25.319000000000003,48.245999999999995,24.709999999999997,7.96
2021-12-09,57.675000000000004,12.175,25.262,42.728,24.153,7.254
2021-12-10,68.296,14.231,32.792,55.263,26.56,8.928
2021-12-11,141.287,30.45,124.24000000000001,121.63499999999999,43.575,10.713999999999999
2021-12-12,116.349,15.656,61.198,80.30199999999999,43.444,10.425999999999998
2021-12-13,61.915,27.924999999999997,21.832,92.884,33.333000000000006,1.537
2021-12-14,66.116,13.141,33.175000000000004,103.51599999999999,30.287000000000003,5.472
2021-12-15,101.666,18.179,2.6020000000000003,64.376,29.243000000000002,6.299
2021-12-16,99.125,25.768,39.568999999999996,51.855999999999995,33.831999999999994,4.506
2021-12-17,97.582,34.299,40.153999999999996,69.729,34.227999999999994,10.173
2021-12-18,109.389,42.242,70.551,114.017,59.298,11.996
2021-12-19,147.891,51.133,67.19,118.836,52.98,9.451
2021-12-20,82.832,25.78,38.283,60.872,50.948,6.115
2021-12-21,71.006,18.202,48.369,54.261,31.633,6.431
2021-12-22,75.729,14.458,31.469,50.263000000000005,22.570000000000004,4.455
2021-12-23,91.213,24.073,30.021,47.43,33.503,6.563
2021-12-24,120.944,30.134999999999998,35.441,63.471999999999994,52.243,8.624
2021-12-25,180.787,33.162,66.839,137.522,65.339,13.596
2021-12-26,209.712,28.498,95.584,92.322,64.634,9.123000000000001
2021-12-27,82.705,15.213,42.155,39.641999999999996,37.586,5.35
2021-12-28,86.04299999999999,24.145,35.054,39.004,42.784,5.317
2021-12-29,68.16499999999999,24.749,34.882000000000005,28.395,35.3,3.0269999999999997
2021-12-30,84.271,17.651,37.37,31.745,35.101,11.272
2021-12-31,125.70100000000001,69.793,60.713,88.954,66.714,12.997
2022-01-01,138.402,38.272,82.658,90.656,57.833,18.427999999999997
2022-01-02,110.54299999999999,26.605,27.438000000000002,59.918,45.828,13.349
2022-01-03,90.081,38.027,59.009,59.045,81.754,12.782
2022-01-04,70.388,45.257,46.598,63.48,58.207,8.174
2022-01-05,65.654,39.688,34.15,40.437,66.638,9.827
2022-01-06,60.316,35.897,34.198,44.278,66.856,7.001
2022-01-07,90.664,31.834,46.045,78.764,49.32,16.284
2022-01-08,130.766,43.284,60.006,112.41199999999999,80.046,14.224
2022-01-09,147.52800000000002,114.262,59.741,84.804,81.556,11.879
2022-01-10,76.365,35.175,56.153,46.232,57.480999999999995,8.581999999999999
2022-01-11,86.15,54.466,29.824,33.489,81.87,10.573
2022-01-12,85.232,35.007,41.626000000000005,46.619,74.888,10.637
2022-01-13,73.369,21.816,22.185000000000002,48.916,63.208999999999996,12.889
2022-01-14,103.099,23.405,48.285000000000004,53.083,78.342,6.196
2022-01-15,124.109,37.538,56.825,49.827,96.244,9.146
2022-01-16,137.15,58.007,52.794,55.987,88.336,14.67
2022-01-17,90.383,11.754999999999999,42.312,29.229,47.324,10.665
2022-01-18,85.852,9.211,32.418,38.751999999999995,56.238,8.478000000000002
2022-01-19,129.677,16.223,50.388999999999996,72.068,55.99,4.2059999999999995
2022-01-20,134.88,32.318,55.56,78.146,68.17,22.912
2022-01-21,146.062,32.031,58.294,77.10300000000001,81.348,23.798
2022-01-22,210.297,64.541,64.682,97.639,103.68,22.592000000000002
2022-01-23,186.693,74.249,68.285,89.483,124.431,25.009
2022-01-24,187.463,22.147,38.076,68.443,117.056,25.579
2022-01-25,153.198,48.877,70.849,83.043,85.379,26.834
2022-01-26,172.651,32.217,64.858,87.094,93.362,31.875
2022-01-27,170.614,58.027,95.025,66.621,157.221,21.963
2022-01-28,188.131,85.253,197.934,144.04,222.648,54.803000000000004
2022-01-29,208.256,90.907,200.905,195.987,356.647,86.261
2022-01-30,229.022,102.12800000000001,234.678,153.261,403.185,88.02799999999999
2022-01-31,,,,,,
2022-02-01,63.003,13.968,38.25,46.534,52.92,18.86
2022-02-02,88.41199999999999,38.729,37.868,104.52199999999999,89.27,29.266000000000002
2022-02-03,116.536,26.229,7.01,46.152,125.952,51.214999999999996
2022-02-04,216.497,48.036,55.923,62.232,168.229,49.812
2022-02-05,208.189,45.665,2.203,94.217,79.349,43.637
2022-02-06,219.985,52.784,66.88,90.519,127.90299999999999,38.299
2022-02-07,160.054,43.144,41.735,89.43,105.783,25.718
2022-02-08,162.297,44.616,29.778,48.124,83.106,28.360999999999997
2022-02-09,138.288,25.255,30.194,54.397999999999996,81.859,17.826999999999998
2022-02-10,116.133,23.057,29.540000000000003,45.478,95.39,18.122
2022-02-11,132.508,24.982,38.286,44.35,80.496,16.355999999999998
2022-02-12,154.467,35.481,58.417,44.628,63.244,19.233
2022-02-13,165.85,37.882,38.757,62.028,53.381,18.593
2022-02-14,150.014,35.754,24.829,43.618,56.165,22.165
2022-02-15,154.453,30.547,50.086999999999996,54.996,65.561,13.33
2022-02-16,99.015,21.875,25.240000000000002,19.235,50.306000000000004,8.002
2022-02-17,112.077,20.645,38.54,28.335,66.319,16.258000000000003
2022-02-18,98.783,24.401,34.695,44.249,77.479,13.181000000000001
2022-02-19,120.64,49.665,38.763,49.453,84.40899999999999,19.604000000000003
2022-02-20,105.91799999999999,36.386,35.58,29.076,80.204,19.499
2022-02-21,85.387,28.045,26.034,11.197,54.127,12.818999999999999
2022-02-22,78.356,21.47,25.201,14.498999999999999,83.428,14.992999999999999
2022-02-23,65.21,28.796,17.076,16.979,46.044,10.987
2022-02-24,75.146,34.624,19.778,27.097,60.707,11.295
2022-02-25,96.432,25.668,43.644,33.498,66.539,15.162
2022-02-26,118.507,29.244,40.831,44.56,96.277,22.413
2022-02-27,94.607,34.072,33.609,30.748,90.842,17.194000000000003
2022-02-28,77.285,22.582,29.583,11.887,66.122,14.358
2022-03-01,75.286,22.944,5.051,18.112000000000002,60.582,13.075
2022-03-02,70.109,18.905,23.171,17.916,69.755,8.61
2022-03-03,62.041,21.88,27.705000000000002,15.525,54.074999999999996,14.024999999999999
2022-03-04,78.622,20.119,21.276,28.908,72.59,9.297
2022-03-05,125.495,29.269,44.23,33.725,103.358,14.836
2022-03-06,141.174,31.384,47.119,39.323,81.904,19.160999999999998
2022-03-07,76.68599999999999,0.632,24.482,12.626,52.889,11.448
2022-03-08,82.174,14.951,6.754,14.096,71.127,9.594000000000001
2022-03-09,66.059,15.084,17.2,21.91,62.036,8.401
2022-03-10,73.508,16.971,16.626,14.375,57.407,10.189
2022-03-11,88.822,19.221,29.63,11.525,53.281,15.262
2022-03-12,129.766,27.529,37.329,23.441000000000003,95.029,24.795
2022-03-13,101.51,30.393,28.204,25.826999999999998,77.903,19.47
2022-03-14,98.279,9.127,15.345,13.799,96.701,12.678
2022-03-15,102.32900000000001,7.721,15.026,17.419999999999998,80.283,12.815999999999999
2022-03-16,105.619,11.877,16.886,17.088,72.95700000000001,12.564
2022-03-17,108.39399999999999,12.813,30.851,22.721,84.519,15.834
2022-03-18,112.098,14.473,28.674,29.951999999999998,94.461,16.346
2022-03-19,201.276,24.298000000000002,45.815,49.829,130.315,26.011
2022-03-20,173.788,16.749,43.592000000000006,43.0,105.56599999999999,21.443
2022-03-21,192.734,13.613,25.391,28.073999999999998,72.925,25.338
2022-03-22,133.244,16.239,27.306,31.656,87.671,21.947000000000003
2022-03-23,89.497,7.625,15.255,28.279,82.278,17.569000000000003
2022-03-24,106.202,7.711,16.899,18.106,48.68,16.036
2022-03-25,132.493,14.528,43.221,43.386,74.387,17.128
2022-03-26,152.529,16.707,43.227,43.183,94.554,23.286
2022-03-27,140.651,11.68,41.214,24.078,89.283,26.977
2022-03-28,85.85,2.089,19.777,21.238,64.16,15.998
2022-03-29,75.286,0.0,18.541,26.983,65.004,13.184000000000001
2022-03-30,86.195,30.3,27.389000000000003,22.45,69.721,17.223
2022-03-31,92.587,25.097,30.993000000000002,26.203,54.92,10.145
2022-04-01,130.262,26.303,25.437,19.915,80.48,16.697000000000003
2022-04-02,133.168,26.163,34.452,30.03,71.349,18.016000000000002
2022-04-03,111.538,16.438,42.998000000000005,46.766,96.131,23.887
2022-04-04,148.726,22.224,31.759,40.745000000000005,107.732,23.387
2022-04-05,146.419,21.248,21.71,31.476,38.664,15.356
2022-04-06,109.945,17.497,5.8549999999999995,20.492,38.127,11.695
2022-04-07,85.20100000000001,10.494,6.533,14.881,28.799,14.479
2022-04-08,87.65,10.629,6.3660000000000005,18.886,36.973,12.371
2022-04-09,141.102,15.591,11.218,35.619,133.106,27.258
2022-04-10,185.591,7.757000000000001,18.378999999999998,30.945999999999998,113.881,24.485
2022-04-11,93.428,6.383,1.03,11.87,69.30499999999999,10.687000000000001
2022-04-12,106.268,6.375,7.538,16.859,76.22,20.041
2022-04-13,100.363,9.797,4.61,31.963,76.95,20.903
2022-04-14,128.586,6.047,6.495,21.589,59.010999999999996,21.356
2022-04-15,131.828,10.73,14.180000000000001,39.135999999999996,69.72,17.358
2022-04-16,124.808,12.666,15.042,28.104,84.376,32.118
2022-04-17,107.549,20.254,9.701,40.244,85.746,32.008
2022-04-18,112.679,12.087,3.024,28.667,62.95,23.28
2022-04-19,101.391,7.869,5.106,23.736,53.306,16.985
2022-04-20,105.275,11.413,2.7720000000000002,33.394,51.324000000000005,18.031
2022-04-21,112.794,8.548000000000002,3.552,27.479,59.830999999999996,11.668000000000001
2022-04-22,114.043,18.726,7.417,26.309,69.833,20.471
2022-04-23,118.653,19.648,9.767,27.473,86.55,25.194
2022-04-24,99.189,15.603,4.52,32.921,63.739000000000004,13.678999999999998
2022-04-25,116.365,16.833,4.202,28.121000000000002,95.828,20.592
2022-04-26,91.764,9.969000000000001,4.904999999999999,13.139,61.327999999999996,14.113
2022-04-27,88.807,9.138,2.398,27.102,64.366,24.953
2022-04-28,111.59400000000001,11.202,2.1390000000000002,16.357,80.389,21.918
2022-04-29,106.05199999999999,21.479,7.15,24.064,96.804,29.707
2022-04-30,142.03900000000002,28.319,9.22,34.150999999999996,81.21,35.229
2022-05-01,147.275,23.295,10.863,33.083,65.84100000000001,36.606
2022-05-02,115.468,13.734,8.503,42.191,57.464,47.126999999999995
2022-05-03,88.193,27.601,2.8680000000000003,18.375,67.711,42.378
2022-05-04,105.769,26.182,6.398,27.070999999999998,51.194,44.495000000000005
2022-05-05,90.652,18.79,1.193,16.992,32.252,26.05
2022-05-06,95.683,20.488,3.42,19.454,56.612,32.15
2022-05-07,113.896,23.375,4.66,34.837,86.212,34.564
2022-05-08,116.51899999999999,42.607,4.476,35.067,86.554,33.433
2022-05-09,91.68,29.087,3.538,34.581,55.772999999999996,34.866
2022-05-10,95.42,22.638,5.181,9.417,59.294000000000004,13.224
2022-05-11,86.213,19.261,2.043,20.87,42.635,15.419
2022-05-12,79.619,24.59,5.134,21.925,37.193000000000005,22.173
2022-05-13,102.98,21.993,2.792,26.1,58.386,45.528
2022-05-14,159.404,48.521,11.341000000000001,26.77,79.242,51.014
2022-05-15,157.108,43.781,6.072000000000001,34.51,63.751000000000005,43.626999999999995
2022-05-16,82.78,23.633,4.637,18.527,41.681,19.412
2022-05-17,67.12,15.163,1.853,12.789,41.52,23.194000000000003
2022-05-18,92.724,20.24,0.9259999999999999,20.598,40.714,21.794
2022-05-19,92.356,17.603,3.425,13.195,31.665999999999997,21.799
2022-05-20,90.647,13.908,3.575,14.719000000000001,37.853,22.675
2022-05-21,154.655,26.494,4.691,43.484,45.846999999999994,43.426
2022-05-22,164.686,23.847,4.885,23.398,40.928,29.841
2022-05-23,92.654,15.361,4.436999999999999,4.6370000000000005,35.072,26.0
2022-05-24,122.403,27.64,3.3609999999999998,14.041,32.071999999999996,29.284999999999997
2022-05-25,84.787,19.562,4.619,18.698,31.823,22.563
2022-05-26,88.361,25.011,4.438,21.185,39.188,29.903000000000002
2022-05-27,86.554,18.568,8.858,19.308,31.927,27.341
2022-05-28,188.829,35.114,8.906,46.827,55.568,54.447
2022-05-29,178.516,42.403,7.4399999999999995,33.516999999999996,62.521,55.666000000000004
2022-05-30,92.512,24.336,6.684,16.585,31.081,25.618
2022-05-31,87.827,15.854,6.611000000000001,39.474000000000004,38.356,18.11
2022-06-01,90.488,22.234,5.084,35.603,43.718,21.105
2022-06-02,112.624,20.605,11.329999999999998,36.405,47.188,34.716
2022-06-03,185.595,29.489,14.235,61.149,69.903,59.95
2022-06-04,113.331,13.898,5.135,27.698,38.876000000000005,39.752
2022-06-05,102.505,21.97,10.109,41.369,41.001,42.328
2022-06-06,104.547,23.309,5.253,26.543,40.803,37.312
2022-06-07,105.767,20.909,6.312,28.139,38.975,23.212
2022-06-08,113.86200000000001,17.046,6.725,28.048000000000002,40.959,27.37
2022-06-09,281.247,21.532,5.241,27.768,41.650999999999996,35.271
2022-06-10,115.09299999999999,13.058,9.447000000000001,27.152,37.531,38.775999999999996
2022-06-11,195.647,34.691,9.209,36.533,61.053999999999995,48.32
2022-06-12,166.51500000000001,29.698,10.588000000000001,49.293,67.529,49.505
2022-06-13,116.051,23.638,3.944,35.013999999999996,29.923,33.306
2022-06-14,110.67099999999999,23.587,14.604000000000001,16.266,29.213,29.762
2022-06-15,106.544,18.931,5.184,26.243000000000002,39.656,33.775999999999996
2022-06-16,109.346,18.079,5.347,32.228,50.132,35.463
2022-06-17,119.07300000000001,27.301,6.77,36.568,47.1,36.326
2022-06-18,192.524,29.834,18.484,50.206,80.225,48.073
2022-06-19,187.62300000000002,31.956,15.541,49.153,79.31099999999999,40.858
2022-06-20,123.54,26.02,8.896,35.656,46.065,27.415999999999997
2022-06-21,110.973,22.014,6.063,29.804,32.467,27.152
2022-06-22,108.759,23.449,13.806000000000001,28.097,35.161,22.451
2022-06-23,84.617,14.583,5.401999999999999,29.488,29.211000000000002,17.152
2022-06-24,104.325,17.64,25.878,29.265,33.789,22.836
2022-06-25,156.216,22.426,40.332,48.569,39.414,28.57
2022-06-26,163.919,36.32,31.364,54.309,43.418,33.783
2022-06-27,105.20700000000001,21.772000000000002,12.658999999999999,26.887,28.077,21.427
2022-06-28,133.899,23.307,19.500999999999998,39.702,28.268,13.137
2022-06-29,156.09,40.424,16.118000000000002,39.934,21.954,26.758
2022-06-30,127.274,47.528,10.625,38.626999999999995,29.259,21.969
2022-07-01,149.719,28.897,15.086,50.953,25.326,17.165
2022-07-02,195.29500000000002,55.851,28.667,45.704,55.999,27.475
2022-07-03,189.083,48.366,63.873,42.18,58.67,42.368
2022-07-04,116.605,27.955000000000002,20.219,36.688,47.642,17.802
2022-07-05,133.21,42.64,34.507999999999996,50.367000000000004,49.727999999999994,17.524
2022-07-06,164.461,31.186,39.018,32.226,51.119,9.038
2022-07-07,134.04399999999998,50.962,43.066,29.189,39.874,14.602
2022-07-08,129.05,48.355999999999995,32.713,49.425,42.7,7.971
2022-07-09,173.971,44.535000000000004,44.591,55.629,73.124,26.107
2022-07-10,186.916,67.457,35.703,80.418,85.669,21.797
2022-07-11,133.768,24.264000000000003,43.103,55.108000000000004,57.659,30.141
2022-07-12,129.271,64.57900000000001,29.78,27.869,49.014,19.218
2022-07-13,150.034,46.435,31.994999999999997,63.603,57.841,12.754999999999999
2022-07-14,131.965,34.033,12.376,44.709,52.446,14.374
2022-07-15,118.425,30.18,43.241,66.136,60.497,11.364
2022-07-16,175.925,59.714,107.272,89.471,73.235,18.431
2022-07-17,190.249,53.705,131.3,73.67099999999999,63.421,21.933999999999997
2022-07-18,132.053,43.19,57.442,52.193,50.507,11.582
2022-07-19,134.777,33.363,90.19,44.352000000000004,49.966,20.509
2022-07-20,161.158,43.777,89.35499999999999,37.088,88.656,17.192
2022-07-21,140.656,38.147,75.92,43.486,130.268,18.296
2022-07-22,119.449,33.655,44.43,60.678,91.719,16.448999999999998
2022-07-23,163.238,45.47,67.395,101.743,128.405,20.601
2022-07-24,187.595,45.96,112.091,67.64,55.957,10.549
2022-07-25,128.305,79.565,90.633,66.315,66.762,17.972
2022-07-26,161.702,74.221,68.863,59.465,98.29,18.262
2022-07-27,131.633,67.503,71.087,58.869,108.891,14.402000000000001
2022-07-28,170.77100000000002,60.76,70.756,69.521,116.81,22.580000000000002
2022-07-29,331.236,64.225,66.925,52.634,120.741,15.616
2022-07-30,344.157,61.873,71.29299999999999,86.456,141.664,13.837
2022-07-31,320.998,49.207,131.59099999999998,98.219,142.906,19.875
2022-08-01,304.399,82.282,91.81299999999999,36.451,154.113,29.243000000000002
2022-08-02,270.798,80.493,28.385,57.275999999999996,122.28399999999999,14.100999999999999
2022-08-03,337.105,68.436,95.589,76.332,159.987,15.585
2022-08-04,354.404,65.154,64.17099999999999,81.526,152.644,17.149
2022-08-05,329.423,72.799,43.931000000000004,66.543,169.692,13.431999999999999
2022-08-06,355.128,96.079,106.723,91.924,183.489,15.462
2022-08-07,319.04200000000003,86.982,89.746,105.113,211.184,26.316000000000003
2022-08-08,302.077,76.689,86.53099999999999,87.26599999999999,138.495,18.528
2022-08-09,322.432,75.303,54.281000000000006,77.1,161.631,17.542
2022-08-10,291.018,70.98599999999999,89.973,39.034,168.921,17.255
2022-08-11,313.919,73.029,70.377,68.939,159.507,13.387
2022-08-12,326.821,74.91,79.938,60.39,166.473,15.139
2022-08-13,479.995,102.596,139.761,72.19,223.38400000000001,28.497999999999998
2022-08-14,394.71500000000003,120.907,97.04400000000001,87.77,188.234,32.987
2022-08-15,347.367,85.398,102.925,67.468,120.999,24.222
2022-08-16,368.861,81.22,69.881,71.408,183.738,18.14
2022-08-17,358.863,87.672,104.095,66.376,146.131,20.658
2022-08-18,424.262,121.725,81.503,84.219,223.117,26.979
2022-08-19,401.426,186.155,144.451,91.655,334.781,89.61600000000001
2022-08-20,429.043,123.124,95.69800000000001,70.643,209.291,18.641000000000002
2022-08-21,432.675,82.19800000000001,87.971,72.191,219.055,19.233
2022-08-22,303.2,45.20399999999999,66.488,47.201,104.65299999999999,14.33
2022-08-23,259.56,43.039,86.205,48.094,111.097,13.572
2022-08-24,233.767,46.96,57.232,59.056,73.184,14.23
2022-08-25,243.786,63.776,51.218999999999994,42.528,110.13,12.514000000000001
2022-08-26,250.941,48.086,48.72,73.827,129.03,11.488
2022-08-27,357.705,57.998000000000005,104.458,68.656,154.266,19.554000000000002
2022-08-28,252.244,88.504,102.839,71.953,251.609,25.88
2022-08-29,297.05,45.738,59.775,74.182,116.07600000000001,13.378
2022-08-30,236.727,66.738,93.293,33.987,114.188,7.933999999999999
2022-08-31,242.409,35.261,28.994,30.29,61.621,3.3040000000000003
2022-09-01,311.034,47.503,56.77,58.419,100.922,11.463999999999999
