日期,分类编码,分类名称,销量,销售额,交易笔数,打折笔数,打折销量,在售单品数,平均零售单价(元/千克),打折销量占比
2021-05-12,1011010402,水生根茎类,6.0809999999999995,70.71,10,0,0.0,3,11.628021706956092,0.0
2021-05-12,1011010501,茄类,19.247,109.28,38,0,0.0,4,5.67776796383852,0.0
2021-05-12,1011010504,辣椒类,42.616,327.2694,119,0,0.0,7,7.6794959639572,0.0
2021-05-12,1011010801,食用菌,31.02,244.488,84,0,0.0,9,7.881624758220503,0.0
2021-05-13,1011010101,花叶类,157.293,739.3334,314,67,30.429000000000002,18,4.7003579307407195,0.19345425416261372
2021-05-13,1011010201,花菜类,24.095,156.49699999999999,47,0,0.0,2,6.49499896244034,0.0
2021-05-13,1011010402,水生根茎类,14.949000000000002,179.19,28,0,0.0,3,11.986754966887416,0.0
2021-05-13,1011010501,茄类,20.687,124.9306,35,0,0.0,4,6.039087349543191,0.0
2021-05-13,1011010504,辣椒类,47.949,376.6764,140,0,0.0,9,7.855771757492336,0.0
2021-05-13,1011010801,食用菌,29.537,294.9,86,0,0.0,9,9.984087754342012,0.0
2021-05-14,1011010101,花叶类,191.116,884.0084,400,0,0.0,20,4.625507021913393,0.0
2021-05-14,1011010201,花菜类,40.997,246.091,90,0,0.0,2,6.002658731126668,0.0
2021-05-14,1011010402,水生根茎类,11.411999999999999,124.02,24,0,0.0,3,10.867507886435332,0.0
2021-05-14,1011010501,茄类,32.193,166.5412,56,0,0.0,4,5.173211567732116,0.0
2021-05-14,1011010504,辣椒类,51.909,365.3772,132,0,0.0,9,7.038802519794256,0.0
2021-05-14,1011010801,食用菌,29.278,329.4322,102,3,0.983,8,11.251868297014825,0.03357469772525446
2021-05-15,1011010101,花叶类,258.278,1169.0012000000002,511,0,0.0,19,4.526135404486639,0.0
2021-05-15,1011010201,花菜类,37.346999999999994,234.279,78,0,0.0,2,6.273033978632823,0.0
2021-05-15,1011010402,水生根茎类,12.399000000000001,123.99000000000001,19,0,0.0,2,10.0,0.0
2021-05-15,1011010501,茄类,40.776,253.839,75,0,0.0,4,6.225206003531489,0.0
2021-05-15,1011010504,辣椒类,86.637,633.1406,228,0,0.0,8,7.307970035896902,0.0
2021-05-15,1011010801,食用菌,49.932,476.9222,136,0,0.0,11,9.551433950172234,0.0
2021-05-16,1011010101,花叶类,212.588,1029.1526,415,0,0.0,16,4.841066287843152,0.0
2021-05-16,1011010201,花菜类,52.382000000000005,355.86400000000003,109,0,0.0,2,6.793631400099271,0.0
2021-05-16,1011010402,水生根茎类,6.386,63.86,18,0,0.0,2,10.0,0.0
2021-05-16,1011010501,茄类,19.009,102.39240000000001,38,0,0.0,4,5.386522173707192,0.0
2021-05-16,1011010504,辣椒类,153.409,874.3258,440,1,0.134,9,5.699312295888768,0.000873481999100444
2021-05-16,1011010801,食用菌,51.103,482.4928,133,0,0.0,10,9.441574858618868,0.0
2021-05-17,1011010101,花叶类,176.65800000000002,751.529,359,0,0.0,19,4.254146429824859,0.0
2021-05-17,1011010201,花菜类,27.587000000000003,174.97,56,0,0.0,2,6.342480153695581,0.0
2021-05-17,1011010402,水生根茎类,5.011,50.11,12,0,0.0,2,10.0,0.0
2021-05-17,1011010501,茄类,29.921,188.09660000000002,64,0,0.0,4,6.286440961197822,0.0
2021-05-17,1011010504,辣椒类,76.099,359.8514,194,0,0.0,9,4.728727052917909,0.0
2021-05-17,1011010801,食用菌,25.733,278.913,86,0,0.0,7,10.838728480938872,0.0
2021-05-18,1011010101,花叶类,173.271,771.1895999999999,339,3,1.604,20,4.450771335076268,0.009257175176457688
2021-05-18,1011010201,花菜类,31.098,220.047,53,0,0.0,2,7.0759212811113255,0.0
2021-05-18,1011010402,水生根茎类,12.309000000000001,123.09,23,0,0.0,3,10.0,0.0
2021-05-18,1011010501,茄类,23.783,120.977,44,0,0.0,4,5.086700584451078,0.0
2021-05-18,1011010504,辣椒类,84.864,438.8932,230,0,0.0,7,5.171724170437405,0.0
2021-05-18,1011010801,食用菌,29.45,304.22999999999996,87,4,1.5,8,10.330390492359932,0.050933786078098474
2021-05-19,1011010101,花叶类,140.823,591.6644,257,0,0.0,17,4.201475611228279,0.0
2021-05-19,1011010201,花菜类,33.900999999999996,215.813,61,0,0.0,2,6.365977404796319,0.0
2021-05-19,1011010402,水生根茎类,12.199,121.99000000000001,28,0,0.0,2,10.0,0.0
2021-05-19,1011010501,茄类,20.578,116.524,41,0,0.0,3,5.662552240256585,0.0
2021-05-19,1011010504,辣椒类,76.853,406.2444,223,0,0.0,8,5.285992739385581,0.0
2021-05-19,1011010801,食用菌,28.798000000000002,309.50480000000005,89,0,0.0,10,10.747440794499619,0.0
2021-05-20,1011010101,花叶类,148.851,641.9808,285,10,4.8500000000000005,20,4.312908882036399,0.03258291848895876
2021-05-20,1011010201,花菜类,17.189,110.458,41,0,0.0,2,6.426086450637035,0.0
2021-05-20,1011010402,水生根茎类,9.406,94.06,29,0,0.0,2,10.0,0.0
2021-05-20,1011010501,茄类,22.177,119.748,44,0,0.0,4,5.3996482842584665,0.0
2021-05-20,1011010504,辣椒类,61.568,377.684,199,0,0.0,8,6.134420478170479,0.0
2021-05-20,1011010801,食用菌,35.447,345.051,106,4,1.624,12,9.73427934663018,0.04581487855107626
2021-05-21,1011010101,花叶类,106.47200000000001,474.69460000000004,212,2,1.1,17,4.45839845217522,0.010331354722368322
2021-05-21,1011010201,花菜类,33.979,249.524,66,0,0.0,2,7.343476853350599,0.0
2021-05-21,1011010402,水生根茎类,4.178,41.78,8,0,0.0,2,10.0,0.0
2021-05-21,1011010501,茄类,21.886,127.547,46,0,0.0,3,5.827789454445765,0.0
2021-05-21,1011010504,辣椒类,36.494,322.0414,127,0,0.0,8,8.824502657971173,0.0
2021-05-21,1011010801,食用菌,43.516,468.3954,125,0,0.0,12,10.763751263902932,0.0
2021-05-22,1011010101,花叶类,190.363,989.5566,407,0,0.0,18,5.19826121672804,0.0
2021-05-22,1011010201,花菜类,34.961999999999996,276.90959999999995,76,0,0.0,2,7.920302042217264,0.0
2021-05-22,1011010402,水生根茎类,9.18,91.8,19,0,0.0,2,10.0,0.0
2021-05-22,1011010501,茄类,25.845,180.8472,53,0,0.0,4,6.997376668601277,0.0
2021-05-22,1011010504,辣椒类,98.93599999999999,521.9258,312,0,0.0,9,5.2753881297000085,0.0
2021-05-22,1011010801,食用菌,45.209,448.15360000000004,132,1,0.258,9,9.912928841602335,0.005706828286403149
2021-05-23,1011010101,花叶类,217.25900000000001,1105.2308,475,0,0.0,15,5.087157724190942,0.0
2021-05-23,1011010201,花菜类,64.231,506.43359999999996,133,0,0.0,2,7.884566642275536,0.0
2021-05-23,1011010402,水生根茎类,17.229,202.29,31,0,0.0,3,11.741250217656278,0.0
2021-05-23,1011010501,茄类,42.331,296.7594,87,0,0.0,4,7.01045096973849,0.0
2021-05-23,1011010504,辣椒类,137.485,672.2948,405,0,0.0,10,4.889950176382878,0.0
2021-05-23,1011010801,食用菌,62.384,518.0462,154,0,0.0,10,8.304151705565529,0.0
2021-05-24,1011010101,花叶类,148.83100000000002,785.9468,339,0,0.0,17,5.280800370890473,0.0
2021-05-24,1011010201,花菜类,40.924,302.762,88,0,0.0,2,7.398152673247972,0.0
2021-05-24,1011010402,水生根茎类,4.28,42.8,9,0,0.0,2,9.999999999999998,0.0
2021-05-24,1011010501,茄类,17.043,119.5666,34,0,0.0,4,7.015584110778619,0.0
2021-05-24,1011010504,辣椒类,54.77199999999999,320.7176,166,0,0.0,10,5.855502811655591,0.0
2021-05-24,1011010801,食用菌,29.627000000000002,318.7934,95,6,1.82,10,10.760232220609579,0.06143045195261079
2021-05-25,1011010101,花叶类,130.32500000000002,664.0590000000001,284,0,0.0,16,5.095407634759256,0.0
2021-05-25,1011010201,花菜类,29.554000000000002,224.739,66,0,0.0,2,7.60435135683833,0.0
2021-05-25,1011010402,水生根茎类,5.412,54.120000000000005,11,0,0.0,2,10.000000000000002,0.0
2021-05-25,1011010501,茄类,17.94,122.0698,36,0,0.0,4,6.804336677814939,0.0
2021-05-25,1011010504,辣椒类,57.519,353.8548,189,0,0.0,9,6.1519636989516515,0.0
2021-05-25,1011010801,食用菌,35.047,332.0504,102,4,1.584,9,9.474431477729906,0.045196450480782954
2021-05-26,1011010101,花叶类,166.467,838.8032000000001,359,4,2.0,18,5.038855749187527,0.012014393243105239
2021-05-26,1011010201,花菜类,46.547,347.63,106,0,0.0,2,7.468365308183127,0.0
2021-05-26,1011010402,水生根茎类,4.008,40.08,9,0,0.0,2,10.0,0.0
2021-05-26,1011010501,茄类,15.809999999999999,95.8226,32,0,0.0,4,6.060885515496521,0.0
2021-05-26,1011010504,辣椒类,65.416,387.21799999999996,195,0,0.0,8,5.919316375198727,0.0
2021-05-26,1011010801,食用菌,31.969,240.2784,74,2,1.125,11,7.5159811066971125,0.03519034064249742
2021-05-27,1011010101,花叶类,145.237,677.9590000000001,280,0,0.0,19,4.667949627161123,0.0
2021-05-27,1011010201,花菜类,43.952,335.414,88,0,0.0,2,7.6313705860939205,0.0
2021-05-27,1011010402,水生根茎类,8.319,83.19000000000001,17,0,0.0,2,10.0,0.0
2021-05-27,1011010501,茄类,15.645,94.813,33,0,0.0,4,6.060274848194312,0.0
2021-05-27,1011010504,辣椒类,37.078,280.15160000000003,130,0,0.0,9,7.555736555369761,0.0
2021-05-27,1011010801,食用菌,19.574,139.8082,43,4,1.6,9,7.142546234801267,0.08174108511290487
2021-05-28,1011010101,花叶类,123.824,586.6604,248,0,0.0,17,4.737856958263341,0.0
2021-05-28,1011010201,花菜类,42.189,323.658,81,0,0.0,2,7.671620564602148,0.0
2021-05-28,1011010402,水生根茎类,6.205,62.05,14,0,0.0,2,10.0,0.0
2021-05-28,1011010501,茄类,16.472,96.63980000000001,35,0,0.0,4,5.86691355026712,0.0
2021-05-28,1011010504,辣椒类,67.01,363.1592,203,0,0.0,9,5.41947768989703,0.0
2021-05-28,1011010801,食用菌,28.172,280.0812,87,7,2.059,10,9.941828766150788,0.07308675280420276
2021-05-29,1011010101,花叶类,180.875,954.1888,338,0,0.0,18,5.2754045611610225,0.0
2021-05-29,1011010201,花菜类,52.779,348.8,106,0,0.0,2,6.608689061937513,0.0
2021-05-29,1011010402,水生根茎类,9.57,95.69999999999999,19,0,0.0,2,9.999999999999998,0.0
2021-05-29,1011010501,茄类,18.291,119.8882,36,0,0.0,4,6.554491279864414,0.0
2021-05-29,1011010504,辣椒类,116.845,616.5252,341,0,0.0,9,5.27643630450597,0.0
2021-05-29,1011010801,食用菌,35.882,321.6894,97,4,1.742,12,8.965202608550248,0.04854801850510005
2021-05-30,1011010101,花叶类,196.236,987.7686,400,0,0.0,17,5.033574879227054,0.0
2021-05-30,1011010201,花菜类,21.296,120.827,34,0,0.0,2,5.673694590533434,0.0
2021-05-30,1011010402,水生根茎类,4.719,47.19,12,0,0.0,2,9.999999999999998,0.0
2021-05-30,1011010501,茄类,27.038,159.936,55,0,0.0,4,5.915230416450921,0.0
2021-05-30,1011010504,辣椒类,106.61500000000001,488.1136,312,0,0.0,10,4.5782826056371055,0.0
2021-05-30,1011010801,食用菌,33.492,383.1896,112,6,2.166,7,11.441227755882002,0.06467216051594411
2021-05-31,1011010101,花叶类,191.98,1014.1018,374,0,0.0,18,5.282330451088655,0.0
2021-05-31,1011010201,花菜类,39.165,249.173,67,0,0.0,2,6.3621345589174005,0.0
2021-05-31,1011010402,水生根茎类,5.404,54.04,15,0,0.0,2,10.0,0.0
2021-05-31,1011010501,茄类,25.363,139.95,45,0,0.0,4,5.517880376927019,0.0
2021-05-31,1011010504,辣椒类,60.118,273.3956,159,0,0.0,9,4.547649622409262,0.0
2021-05-31,1011010801,食用菌,34.114,353.5602,100,3,0.96,11,10.364079263645426,0.02814093920384593
2021-06-01,1011010101,花叶类,151.091,773.1038,312,0,0.0,17,5.116809075325466,0.0
2021-06-01,1011010201,花菜类,41.593,286.175,84,0,0.0,2,6.8803644844084335,0.0
2021-06-01,1011010402,水生根茎类,7.2170000000000005,72.17,20,0,0.0,2,10.0,0.0
2021-06-01,1011010501,茄类,26.938,132.09,49,0,0.0,4,4.903482069938377,0.0
2021-06-01,1011010504,辣椒类,76.648,357.77660000000003,203,0,0.0,9,4.66778780920572,0.0
2021-06-01,1011010801,食用菌,33.668,390.0558,100,0,0.0,13,11.585357015563739,0.0
2021-06-02,1011010101,花叶类,178.517,895.9152,381,0,0.0,19,5.018654805984864,0.0
2021-06-02,1011010201,花菜类,43.414,296.502,76,0,0.0,2,6.829640208227761,0.0
2021-06-02,1011010402,水生根茎类,8.681000000000001,86.81,22,0,0.0,2,10.0,0.0
2021-06-02,1011010501,茄类,27.706,148.873,54,0,0.0,4,5.3733126398614015,0.0
2021-06-02,1011010504,辣椒类,89.38600000000001,290.4744,231,0,0.0,8,3.2496632582283578,0.0
2021-06-02,1011010801,食用菌,43.528,429.843,120,3,1.241,13,9.875091894872266,0.028510384120566074
2021-06-03,1011010101,花叶类,142.372,654.9906,299,0,0.0,19,4.600557693928581,0.0
2021-06-03,1011010201,花菜类,36.284,262.136,69,0,0.0,2,7.224561790320803,0.0
2021-06-03,1011010402,水生根茎类,11.019,110.19,28,0,0.0,2,10.0,0.0
2021-06-03,1011010501,茄类,11.679,70.836,23,0,0.0,4,6.0652453120986385,0.0
2021-06-03,1011010504,辣椒类,75.206,283.7836,201,0,0.0,8,3.7734170145998984,0.0
2021-06-03,1011010801,食用菌,48.365,440.7986,108,2,0.8,13,9.113999793238913,0.016540887005065646
2021-06-04,1011010101,花叶类,121.093,601.6274000000001,262,0,0.0,16,4.968308655331027,0.0
2021-06-04,1011010201,花菜类,31.416000000000004,249.53699999999998,69,0,0.0,2,7.942990832696713,0.0
2021-06-04,1011010402,水生根茎类,13.461,150.706,31,0,0.0,2,11.195750687170342,0.0
2021-06-04,1011010501,茄类,16.743,96.555,34,0,0.0,4,5.766887654542198,0.0
2021-06-04,1011010504,辣椒类,63.703,355.5244,199,1,0.412,9,5.580967929296893,0.006467513303926031
2021-06-04,1011010801,食用菌,47.048,475.4778,86,6,1.92,13,10.106227682366944,0.040809386158816525
2021-06-05,1011010101,花叶类,204.287,1054.9114,444,0,0.0,18,5.163869458164249,0.0
2021-06-05,1011010201,花菜类,61.486,499.182,106,0,0.0,2,8.11862863090785,0.0
2021-06-05,1011010402,水生根茎类,19.494999999999997,216.074,43,0,0.0,2,11.083559887150553,0.0
2021-06-05,1011010501,茄类,36.367000000000004,221.95260000000002,67,0,0.0,4,6.103131960293672,0.0
2021-06-05,1011010504,辣椒类,91.95,519.5194,265,4,4.0,10,5.650020663404024,0.04350190320826536
2021-06-05,1011010801,食用菌,42.32,303.5118,93,13,4.66,12,7.171828922495274,0.11011342155009451
2021-06-06,1011010101,花叶类,222.817,1060.7738,440,3,1.7890000000000001,17,4.760739979445015,0.008029010353788087
2021-06-06,1011010201,花菜类,42.143,302.292,80,0,0.0,2,7.1730061931993445,0.0
2021-06-06,1011010402,水生根茎类,7.1819999999999995,94.656,15,0,0.0,2,13.179615705931496,0.0
2021-06-06,1011010501,茄类,30.644000000000002,162.585,59,1,0.643,4,5.305606317713092,0.020982900404646912
2021-06-06,1011010504,辣椒类,88.671,509.7354,273,3,1.041,9,5.748614541394593,0.01174002774300504
2021-06-06,1011010801,食用菌,32.745000000000005,318.3988,94,4,1.22,12,9.723585280195449,0.03725759657963047
2021-06-07,1011010101,花叶类,148.539,805.0144,308,0,0.0,19,5.419549074653795,0.0
2021-06-07,1011010201,花菜类,24.819000000000003,197.02800000000002,44,0,0.0,2,7.93859543091986,0.0
2021-06-07,1011010402,水生根茎类,8.757,101.11,21,0,0.0,2,11.546191618134065,0.0
2021-06-07,1011010501,茄类,29.868000000000002,118.4126,56,0,0.0,4,3.964530601312441,0.0
2021-06-07,1011010504,辣椒类,68.965,405.9273,208,3,0.985,8,5.885989994924961,0.014282607119553396
2021-06-07,1011010801,食用菌,27.872,251.323,81,0,0.0,10,9.017042192881746,0.0
2021-06-08,1011010101,花叶类,144.482,690.284,295,1,0.359,20,4.777647042538171,0.0024847385833529434
2021-06-08,1011010201,花菜类,25.106,185.61599999999999,43,0,0.0,2,7.393292440054169,0.0
2021-06-08,1011010402,水生根茎类,7.394,82.376,19,0,0.0,2,11.140925074384636,0.0
2021-06-08,1011010501,茄类,24.611,138.816,48,0,0.0,4,5.640404697086669,0.0
2021-06-08,1011010504,辣椒类,56.101,295.1468,181,1,0.167,9,5.26099000017825,0.00297677403254844
2021-06-08,1011010801,食用菌,28.108,312.7006,92,5,1.73,8,11.12496798064608,0.06154831364736018
2021-06-09,1011010101,花叶类,126.35900000000001,715.7282,272,0,0.0,21,5.664243939885564,0.0
2021-06-09,1011010201,花菜类,26.845,219.741,46,0,0.0,2,8.185546656733099,0.0
2021-06-09,1011010402,水生根茎类,7.943,110.019,20,0,0.0,3,13.851063829787236,0.0
2021-06-09,1011010501,茄类,19.353,93.3834,37,0,0.0,4,4.825267400403038,0.0
2021-06-09,1011010504,辣椒类,52.093,316.9268,167,0,0.0,9,6.083865394582765,0.0
2021-06-09,1011010801,食用菌,31.399,358.7652,96,2,0.7,12,11.426007197681454,0.02229370362113443
2021-06-10,1011010101,花叶类,122.004,711.3776,267,0,0.0,21,5.830772761548801,0.0
2021-06-10,1011010201,花菜类,13.847,103.589,26,0,0.0,2,7.480970607351773,0.0
2021-06-10,1011010402,水生根茎类,10.34,174.5224,30,0,0.0,3,16.878375241779498,0.0
2021-06-10,1011010501,茄类,24.961,122.1056,47,0,0.0,4,4.891855294259044,0.0
2021-06-10,1011010504,辣椒类,57.091,278.432,166,0,0.0,9,4.87698586467219,0.0
2021-06-10,1011010801,食用菌,29.393,292.3026,91,11,3.348,9,9.944633075902425,0.11390467118021297
2021-06-11,1011010101,花叶类,129.982,789.5222,277,0,0.0,20,6.074088719976612,0.0
2021-06-11,1011010201,花菜类,21.048000000000002,164.928,32,0,0.0,2,7.835803876852907,0.0
2021-06-11,1011010402,水生根茎类,6.744,112.4228,21,0,0.0,3,16.670047449584818,0.0
2021-06-11,1011010501,茄类,16.567,49.643,30,0,0.0,4,2.9964990644051426,0.0
2021-06-11,1011010504,辣椒类,74.87299999999999,412.3522,203,0,0.0,10,5.507355121338801,0.0
2021-06-11,1011010801,食用菌,25.579,306.9514,102,5,1.88,12,12.000132921537197,0.07349779115680831
2021-06-12,1011010101,花叶类,210.267,1237.7112,451,0,0.0,20,5.886378747021644,0.0
2021-06-12,1011010201,花菜类,52.462,388.222,101,0,0.0,2,7.400060996530821,0.0
2021-06-12,1011010402,水生根茎类,22.347,366.9466,48,0,0.0,3,16.420396473799613,0.0
2021-06-12,1011010501,茄类,48.073,289.865,95,0,0.0,5,6.029684022216213,0.0
2021-06-12,1011010504,辣椒类,77.636,500.0742,265,0,0.0,9,6.441266938018446,0.0
2021-06-12,1011010801,食用菌,62.009,729.7954000000001,188,1,0.67,12,11.769185118289283,0.010804883162121628
2021-06-13,1011010101,花叶类,211.28,1111.3354,440,3,0.9630000000000001,19,5.260012305944717,0.004557932601287391
2021-06-13,1011010201,花菜类,62.324,476.27779999999996,122,1,0.414,2,7.641964572235414,0.006642705859700918
2021-06-13,1011010402,水生根茎类,11.431000000000001,220.9804,29,0,0.0,3,19.33167701863354,0.0
2021-06-13,1011010501,茄类,40.009,233.1483,70,2,1.6669999999999998,5,5.82739633582444,0.041665625234322275
2021-06-13,1011010504,辣椒类,88.876,483.08529999999996,294,1,0.093,10,5.435497772176965,0.0010464017282505963
2021-06-13,1011010801,食用菌,74.602,921.3625999999999,224,2,1.482,8,12.350373984611672,0.019865419157663333
2021-06-14,1011010101,花叶类,170.272,873.5112,368,0,0.0,14,5.130093027626386,0.0
2021-06-14,1011010201,花菜类,73.037,547.068,138,0,0.0,2,7.490285745581006,0.0
2021-06-14,1011010402,水生根茎类,14.049,258.692,36,0,0.0,3,18.413552566018936,0.0
2021-06-14,1011010501,茄类,37.545,176.366,72,0,0.0,5,4.697456385670529,0.0
2021-06-14,1011010504,辣椒类,69.697,378.5292,238,0,0.0,8,5.431068769100535,0.0
2021-06-14,1011010801,食用菌,56.049,635.4052,176,0,0.0,12,11.33660190190726,0.0
2021-06-15,1011010101,花叶类,127.71900000000001,643.0562,270,0,0.0,17,5.034929806841581,0.0
2021-06-15,1011010201,花菜类,45.326,379.8,90,0,0.0,2,8.379296650928827,0.0
2021-06-15,1011010402,水生根茎类,9.998000000000001,187.7056,31,0,0.0,3,18.77431486297259,0.0
2021-06-15,1011010501,茄类,20.698,109.332,38,0,0.0,4,5.282249492704609,0.0
2021-06-15,1011010504,辣椒类,61.187000000000005,386.5196,194,0,0.0,9,6.317021589553336,0.0
2021-06-15,1011010801,食用菌,31.346,272.3302,90,0,0.0,13,8.687877241115293,0.0
2021-06-16,1011010101,花叶类,104.991,559.5713,236,1,0.403,15,5.329707308245468,0.003838424245887743
2021-06-16,1011010201,花菜类,12.99,110.964,24,0,0.0,2,8.542263279445727,0.0
2021-06-16,1011010402,水生根茎类,5.187,68.2764,19,0,0.0,3,13.162984384037014,0.0
2021-06-16,1011010501,茄类,19.793,92.512,39,0,0.0,4,4.673975647956349,0.0
2021-06-16,1011010504,辣椒类,46.695,258.48720000000003,165,0,0.0,9,5.535650497911982,0.0
2021-06-16,1011010801,食用菌,29.826,253.322,79,0,0.0,10,8.493327968886206,0.0
2021-06-17,1011010101,花叶类,113.507,546.9986,258,0,0.0,16,4.819073713515466,0.0
2021-06-17,1011010201,花菜类,48.477,387.122,92,55,27.684,2,7.985683932586588,0.5710749427563587
2021-06-17,1011010402,水生根茎类,9.409,136.409,26,0,0.0,3,14.497714953767668,0.0
2021-06-17,1011010501,茄类,28.237000000000002,145.978,55,0,0.0,3,5.1697418280978855,0.0
2021-06-17,1011010504,辣椒类,45.845,232.8422,166,0,0.0,8,5.07890064347257,0.0
2021-06-17,1011010801,食用菌,22.835,248.19699999999997,74,0,0.0,9,10.869148237354937,0.0
2021-06-18,1011010101,花叶类,150.875,809.407,308,0,0.0,14,5.364752278376139,0.0
2021-06-18,1011010201,花菜类,34.971000000000004,280.474,65,0,0.0,2,8.020188155900602,0.0
2021-06-18,1011010402,水生根茎类,7.902000000000001,140.6044,24,0,0.0,3,17.79352062768919,0.0
2021-06-18,1011010501,茄类,27.339000000000002,147.666,50,0,0.0,3,5.40129485350598,0.0
2021-06-18,1011010504,辣椒类,46.754000000000005,241.0446,151,0,0.0,8,5.1555931043333185,0.0
2021-06-18,1011010801,食用菌,29.866999999999997,295.10200000000003,89,0,0.0,11,9.880537047577596,0.0
2021-06-19,1011010101,花叶类,203.369,1137.2068,450,0,0.0,16,5.591839464225127,0.0
2021-06-19,1011010201,花菜类,44.510999999999996,392.409,76,0,0.0,2,8.81600053919256,0.0
2021-06-19,1011010402,水生根茎类,10.313,186.3838,33,0,0.0,3,18.072704353728305,0.0
2021-06-19,1011010501,茄类,30.488,145.54,61,0,0.0,3,4.7736814484387295,0.0
2021-06-19,1011010504,辣椒类,87.633,490.29699999999997,272,0,0.0,10,5.594890052833978,0.0
2021-06-19,1011010801,食用菌,39.484,393.3918,113,0,0.0,12,9.963321851889372,0.0
2021-06-20,1011010101,花叶类,202.30700000000002,1083.797,425,0,0.0,16,5.357189815478455,0.0
2021-06-20,1011010201,花菜类,43.614000000000004,374.973,65,0,0.0,2,8.59753748796258,0.0
2021-06-20,1011010402,水生根茎类,10.001000000000001,199.1202,36,0,0.0,3,19.910028997100287,0.0
2021-06-20,1011010501,茄类,61.881,319.55800000000005,123,0,0.0,3,5.1640729787818564,0.0
2021-06-20,1011010504,辣椒类,85.134,447.47900000000004,249,0,0.0,10,5.256172621984167,0.0
2021-06-20,1011010801,食用菌,38.578,466.74580000000003,130,0,0.0,11,12.0987557675359,0.0
2021-06-21,1011010101,花叶类,150.07,809.2008000000001,309,0,0.0,15,5.392155660691678,0.0
2021-06-21,1011010201,花菜类,54.07,492.096,112,0,0.0,2,9.10109117810246,0.0
2021-06-21,1011010402,水生根茎类,9.9,156.4032,29,0,0.0,3,15.79830303030303,0.0
2021-06-21,1011010501,茄类,18.566,80.476,37,0,0.0,3,4.33459011095551,0.0
2021-06-21,1011010504,辣椒类,58.693000000000005,295.504,173,0,0.0,9,5.034740088255839,0.0
2021-06-21,1011010801,食用菌,24.224,301.9778,85,6,1.649,7,12.466058454425363,0.0680729854689564
2021-06-22,1011010101,花叶类,126.439,738.4164000000001,266,1,0.188,16,5.840099969155087,0.0014868830028709496
2021-06-22,1011010201,花菜类,26.162,235.68,50,0,0.0,2,9.008485589786714,0.0
2021-06-22,1011010402,水生根茎类,13.910000000000002,202.1816,37,0,0.0,3,14.534982027318474,0.0
2021-06-22,1011010501,茄类,30.919999999999998,147.728,54,0,0.0,3,4.777749029754205,0.0
2021-06-22,1011010504,辣椒类,56.135,343.2924,192,0,0.0,9,6.115478756568986,0.0
2021-06-22,1011010801,食用菌,29.299,276.0998,83,3,0.334,10,9.423522987132667,0.011399706474623707
2021-06-23,1011010101,花叶类,123.214,718.0432,259,3,2.4,18,5.827610498806953,0.01947830603665168
2021-06-23,1011010201,花菜类,57.723,511.89,116,0,0.0,2,8.868042201548777,0.0
2021-06-23,1011010402,水生根茎类,10.931,141.3774,33,0,0.0,3,12.933619979873754,0.0
2021-06-23,1011010501,茄类,24.859,105.392,46,1,0.518,3,4.239591294903254,0.020837523633291766
2021-06-23,1011010504,辣椒类,53.900999999999996,342.8034,168,0,0.0,9,6.35987087438081,0.0
2021-06-23,1011010801,食用菌,32.793,359.9754,110,4,1.192,12,10.97720245174275,0.03634922087030769
2021-06-24,1011010101,花叶类,127.946,729.972,298,5,2.633,19,5.70531317899739,0.02057899426320479
2021-06-24,1011010201,花菜类,34.885,313.81,65,0,0.0,2,8.995556829582917,0.0
2021-06-24,1011010402,水生根茎类,6.119,110.9536,17,0,0.0,3,18.132636051642425,0.0
2021-06-24,1011010501,茄类,19.543,91.69680000000001,36,0,0.0,2,4.6920534206621305,0.0
2021-06-24,1011010504,辣椒类,41.586,254.4178,159,0,0.0,9,6.11787139902852,0.0
2021-06-24,1011010801,食用菌,31.747,303.3978,99,3,0.8919999999999999,13,9.556739219453807,0.028097143037137364
2021-06-25,1011010101,花叶类,146.582,880.3358000000001,308,0,0.0,17,6.005756504891461,0.0
2021-06-25,1011010201,花菜类,40.437,361.436,77,0,0.0,2,8.938249622870144,0.0
2021-06-25,1011010402,水生根茎类,10.916,127.979,31,0,0.0,3,11.723983144008795,0.0
2021-06-25,1011010501,茄类,12.895999999999999,67.6654,24,0,0.0,3,5.247006823821341,0.0
2021-06-25,1011010504,辣椒类,35.531,178.2172,129,0,0.0,8,5.015822802623061,0.0
2021-06-25,1011010801,食用菌,32.537,365.6764,100,0,0.0,8,11.238786612164613,0.0
2021-06-26,1011010101,花叶类,197.69,1211.443,430,0,0.0,15,6.127993322879256,0.0
2021-06-26,1011010201,花菜类,71.821,679.586,149,0,0.0,2,9.462218571169993,0.0
2021-06-26,1011010402,水生根茎类,20.953,260.1548,56,0,0.0,3,12.416112251228942,0.0
2021-06-26,1011010501,茄类,35.449,185.3258,64,0,0.0,3,5.227955654602386,0.0
2021-06-26,1011010504,辣椒类,82.43900000000001,464.73699999999997,272,0,0.0,10,5.637343975545554,0.0
2021-06-26,1011010801,食用菌,47.402,519.3622,157,5,1.809,10,10.956546137293785,0.03816294671110924
2021-06-27,1011010101,花叶类,213.547,1296.8696,456,0,0.0,16,6.0729937671800585,0.0
2021-06-27,1011010201,花菜类,56.542,523.866,113,0,0.0,2,9.265077287679954,0.0
2021-06-27,1011010402,水生根茎类,19.982,276.0006,55,0,0.0,3,13.812461215093586,0.0
