日期,正常销售量,退货量,净销量
2022-06-16,250.595,-0.42,250.175
2022-06-17,273.138,-0.612,272.52599999999995
2022-06-18,419.346,-2.07,417.276
2022-06-19,404.442,0.0,404.442
2022-06-20,267.593,0.0,267.593
2022-06-21,228.473,0.0,228.473
2022-06-22,231.723,0.0,231.723
2022-06-23,180.453,-1.0,179.453
2022-06-24,233.733,0.0,233.733
2022-06-25,335.527,-1.43,334.097
2022-06-26,363.113,0.0,363.113
2022-06-27,216.029,0.0,216.029
2022-06-28,257.814,0.0,257.814
2022-06-29,301.278,0.0,301.278
2022-06-30,275.282,0.0,275.282
2022-07-01,287.146,0.0,287.146
2022-07-02,408.991,0.0,408.991
2022-07-03,444.54,-0.833,443.707
2022-07-04,266.911,-0.184,266.727
2022-07-05,327.977,0.0,327.977
2022-07-06,327.048,0.0,327.048
2022-07-07,311.737,0.0,311.737
2022-07-08,310.215,0.0,310.215
2022-07-09,417.957,0.0,417.957
2022-07-10,477.96,0.0,477.96
2022-07-11,344.043,-0.506,343.53700000000003
2022-07-12,319.731,0.0,319.731
2022-07-13,362.663,0.0,362.663
2022-07-14,289.903,0.0,289.903
2022-07-15,329.843,0.0,329.843
2022-07-16,524.048,0.0,524.048
2022-07-17,534.28,0.0,534.28
2022-07-18,346.967,0.0,346.967
2022-07-19,373.157,-0.717,372.44
2022-07-20,437.226,-0.213,437.013
2022-07-21,446.773,0.0,446.773
2022-07-22,366.38,0.0,366.38
2022-07-23,526.852,0.0,526.852
2022-07-24,479.792,0.0,479.792
2022-07-25,449.552,0.0,449.552
2022-07-26,480.803,-0.402,480.401
2022-07-27,452.385,0.0,452.385
2022-07-28,511.198,0.0,511.198
2022-07-29,651.377,0.0,651.377
2022-07-30,719.28,-1.0,718.28
2022-07-31,762.796,0.0,762.796
2022-08-01,698.301,0.0,698.301
2022-08-02,573.337,0.0,573.337
2022-08-03,753.034,0.0,753.034
2022-08-04,735.048,0.0,735.048
2022-08-05,695.82,0.0,695.82
2022-08-06,848.805,0.0,848.805
2022-08-07,838.383,-2.973,835.4100000000001
2022-08-08,709.586,0.0,709.586
2022-08-09,708.289,0.0,708.289
2022-08-10,677.187,-3.272,673.915
2022-08-11,699.158,0.0,699.158
2022-08-12,723.671,0.0,723.671
2022-08-13,1046.424,-1.0,1045.424
2022-08-14,921.657,0.0,921.657
2022-08-15,748.379,0.0,748.379
2022-08-16,793.248,0.0,793.248
2022-08-17,783.795,0.0,783.795
2022-08-18,961.805,0.0,961.805
2022-08-19,1248.084,-2.0,1246.084
2022-08-20,946.44,0.0,946.44
2022-08-21,913.323,0.0,913.323
2022-08-22,581.076,0.0,581.076
2022-08-23,561.567,-1.0,560.567
2022-08-24,484.429,0.0,484.429
2022-08-25,523.953,-1.0,522.953
2022-08-26,562.092,0.0,562.092
2022-08-27,762.6370000000001,0.0,762.6370000000001
2022-08-28,793.029,0.0,793.029
2022-08-29,606.199,0.0,606.199
2022-08-30,552.867,0.0,552.867
2022-08-31,401.879,0.0,401.879
2022-09-01,586.112,0.0,586.112
2022-09-02,593.646,0.0,593.646
2022-09-03,832.281,0.0,832.281
2022-09-04,969.799,0.0,969.799
2022-09-05,575.11,0.0,575.11
2022-09-06,489.999,0.0,489.999
2022-09-07,486.705,-1.383,485.322
2022-09-08,473.473,-1.829,471.644
2022-09-09,783.106,-4.981,778.125
2022-09-10,909.233,-1.0,908.233
2022-09-11,695.217,-1.455,693.762
2022-09-12,669.16,0.0,669.16
2022-09-13,462.605,0.0,462.605
2022-09-14,378.093,0.0,378.093
2022-09-15,381.738,0.0,381.738
2022-09-16,444.316,0.0,444.316
2022-09-17,737.379,-1.0,736.379
2022-09-18,752.059,-1.0,751.059
2022-09-19,336.595,0.0,336.595
2022-09-20,434.883,0.0,434.883
2022-09-21,397.221,0.0,397.221
2022-09-22,421.842,0.0,421.842
2022-09-23,513.334,-2.219,511.11499999999995
2022-09-24,766.236,0.0,766.236
2022-09-25,640.878,0.0,640.878
2022-09-26,379.388,0.0,379.388
2022-09-27,324.334,0.0,324.334
2022-09-28,368.734,0.0,368.734
2022-09-29,379.998,0.0,379.998
2022-09-30,485.035,0.0,485.035
2022-10-01,789.399,0.0,789.399
2022-10-02,667.489,0.0,667.489
2022-10-03,605.25,-2.234,603.016
2022-10-04,715.924,0.0,715.924
2022-10-05,783.5120000000001,-0.444,783.0680000000001
2022-10-06,950.729,-0.308,950.421
2022-10-07,992.8,-2.097,990.703
2022-10-08,703.224,-0.46,702.764
2022-10-09,694.125,0.0,694.125
2022-10-10,620.014,0.0,620.014
2022-10-11,534.884,0.0,534.884
2022-10-12,514.917,-2.0,512.917
2022-10-13,399.84,-0.54,399.29999999999995
2022-10-14,275.119,0.0,275.119
2022-10-15,979.451,-3.406,976.0450000000001
2022-10-16,907.933,0.0,907.933
2022-10-17,543.139,0.0,543.139
2022-10-18,689.821,0.0,689.821
2022-10-19,512.377,0.0,512.377
2022-10-20,524.273,0.0,524.273
2022-10-21,1534.797,-5.657,1529.14
2022-10-22,755.199,0.0,755.199
2022-10-23,648.297,0.0,648.297
2022-10-24,428.549,0.0,428.549
2022-10-25,509.659,0.0,509.659
2022-10-26,527.001,0.0,527.001
2022-10-27,510.201,0.0,510.201
2022-10-28,646.052,0.0,646.052
2022-10-29,958.015,-3.675,954.34
2022-10-30,776.954,0.0,776.954
2022-10-31,314.265,-1.0,313.265
2022-11-01,367.801,0.0,367.801
2022-11-03,415.816,0.0,415.816
2022-11-05,683.195,0.0,683.195
2022-11-06,603.632,0.0,603.632
2022-11-07,370.126,0.0,370.126
2022-11-08,331.611,0.0,331.611
2022-11-09,332.172,-0.765,331.40700000000004
2022-11-10,349.512,0.0,349.512
2022-11-11,560.198,0.0,560.198
2022-11-12,895.247,0.0,895.247
2022-11-13,819.689,0.0,819.689
2022-11-14,456.148,0.0,456.148
2022-11-15,440.677,0.0,440.677
2022-11-16,442.414,0.0,442.414
2022-11-17,514.98,0.0,514.98
2022-11-18,888.594,-9.082,879.5120000000001
2022-11-19,2484.598,-0.718,2483.88
2022-11-20,667.055,-3.581,663.4739999999999
2022-11-21,1969.171,0.0,1969.171
2022-11-22,364.229,0.0,364.229
2022-11-23,504.898,0.0,504.898
2022-11-24,478.816,0.0,478.816
2022-11-25,490.43399999999997,0.0,490.43399999999997
2022-11-26,593.386,0.0,593.386
2022-11-27,76.601,0.0,76.601
2022-11-28,70.882,0.0,70.882
2022-11-29,64.243,0.0,64.243
2022-12-04,226.851,0.0,226.851
2022-12-05,474.843,0.0,474.843
2022-12-06,537.145,0.0,537.145
2022-12-07,581.253,0.0,581.253
2022-12-08,486.236,0.0,486.236
2022-12-09,387.602,0.0,387.602
2022-12-10,677.232,0.0,677.232
2022-12-11,650.059,0.0,650.059
2022-12-12,416.332,-0.38,415.952
2022-12-13,474.495,0.0,474.495
2022-12-14,502.091,0.0,502.091
2022-12-15,652.259,0.0,652.259
2022-12-16,695.329,-5.629,689.6999999999999
2022-12-17,720.016,0.0,720.016
2022-12-18,696.297,0.0,696.297
2022-12-19,511.873,-0.443,511.43
2022-12-20,550.915,0.0,550.915
2022-12-21,707.939,0.0,707.939
2022-12-22,505.254,-0.502,504.752
2022-12-23,487.871,0.0,487.871
2022-12-24,662.451,0.0,662.451
2022-12-25,852.947,0.0,852.947
2022-12-26,579.582,0.0,579.582
2022-12-27,595.94,0.0,595.94
2022-12-28,581.8,0.0,581.8
2022-12-29,586.865,-0.328,586.537
2022-12-30,593.315,0.0,593.315
2022-12-31,854.196,0.0,854.196
2023-01-01,802.917,0.0,802.917
2023-01-02,683.537,0.0,683.537
2023-01-03,515.806,0.0,515.806
2023-01-04,464.532,0.0,464.532
2023-01-05,460.274,0.0,460.274
2023-01-06,519.169,-1.035,518.134
2023-01-07,497.3,0.0,497.3
2023-01-08,566.63,0.0,566.63
2023-01-09,459.329,-1.0,458.329
2023-01-10,491.868,-1.0,490.868
2023-01-11,486.547,-0.331,486.216
2023-01-12,484.318,0.0,484.318
2023-01-13,553.348,0.0,553.348
2023-01-14,1049.289,0.0,1049.289
2023-01-15,787.498,-0.102,787.3960000000001
2023-01-16,610.761,0.0,610.761
2023-01-17,612.673,0.0,612.673
2023-01-18,897.197,0.0,897.197
2023-01-19,1429.692,-1.0,1428.692
2023-01-20,2121.073,-0.958,2120.115
2023-01-22,493.354,0.0,493.354
2023-01-23,705.847,0.0,705.847
2023-01-24,641.22,0.0,641.22
2023-01-25,801.253,-0.677,800.576
2023-01-26,869.648,0.0,869.648
2023-01-27,972.905,-1.0,971.905
2023-01-28,782.762,0.0,782.762
2023-01-29,650.097,0.0,650.097
2023-01-30,595.155,-1.0,594.155
2023-01-31,556.901,0.0,556.901
2023-02-01,464.927,-1.0,463.927
2023-02-02,562.904,0.0,562.904
2023-02-03,625.418,0.0,625.418
2023-02-04,758.379,0.0,758.379
2023-02-05,672.711,0.0,672.711
2023-02-06,409.208,0.0,409.208
2023-02-07,390.211,0.0,390.211
2023-02-08,415.344,-1.0,414.344
2023-02-09,517.397,0.0,517.397
2023-02-10,499.062,0.0,499.062
2023-02-11,699.824,0.0,699.824
2023-02-12,728.22,0.0,728.22
2023-02-13,514.592,0.0,514.592
2023-02-14,435.448,0.0,435.448
2023-02-15,441.946,-0.2,441.74600000000004
2023-02-16,410.338,0.0,410.338
2023-02-17,477.152,0.0,477.152
2023-02-18,736.534,0.0,736.534
2023-02-19,609.207,0.0,609.207
2023-02-20,327.555,-2.0,325.555
2023-02-21,373.193,0.0,373.193
2023-02-22,366.296,0.0,366.296
2023-02-23,403.532,0.0,403.532
2023-02-24,430.813,0.0,430.813
2023-02-25,603.739,0.0,603.739
2023-02-26,581.453,0.0,581.453
2023-02-27,326.214,0.0,326.214
2023-02-28,329.292,0.0,329.292
2023-03-01,367.98,0.0,367.98
2023-03-02,365.459,0.0,365.459
2023-03-03,449.219,0.0,449.219
2023-03-04,491.903,0.0,491.903
2023-03-05,491.42,-1.452,489.968
2023-03-06,310.752,-0.452,310.3
2023-03-07,357.064,0.0,357.064
2023-03-08,342.112,-2.283,339.829
2023-03-09,324.36,0.0,324.36
2023-03-10,401.679,0.0,401.679
2023-03-11,593.696,0.0,593.696
2023-03-12,533.724,0.0,533.724
2023-03-13,325.79,0.0,325.79
2023-03-14,321.425,0.0,321.425
2023-03-15,394.659,0.0,394.659
2023-03-16,452.396,0.0,452.396
2023-03-17,645.01,-0.69,644.3199999999999
2023-03-18,772.431,-7.3759999999999994,765.0550000000001
2023-03-19,668.937,-5.617999999999999,663.319
2023-03-20,463.356,-4.409,458.947
2023-03-21,451.789,-4.479,447.31
2023-03-22,442.365,-0.154,442.211
2023-03-23,424.346,0.0,424.346
2023-03-24,535.75,0.0,535.75
2023-03-25,645.92,-1.0,644.92
2023-03-26,662.589,0.0,662.589
2023-03-27,378.794,-1.537,377.257
2023-03-28,366.945,0.0,366.945
2023-03-29,375.9,0.0,375.9
2023-03-30,384.224,-1.008,383.216
2023-03-31,529.74,0.0,529.74
2023-04-01,549.891,0.0,549.891
2023-04-02,548.509,0.0,548.509
2023-04-03,444.069,0.0,444.069
2023-04-04,437.861,-1.0,436.861
2023-04-05,563.828,0.0,563.828
2023-04-06,364.206,0.0,364.206
2023-04-07,375.211,0.0,375.211
2023-04-08,526.937,0.0,526.937
2023-04-09,495.272,-1.219,494.053
2023-04-10,298.023,0.0,298.023
2023-04-11,343.58,0.0,343.58
2023-04-12,312.581,-0.581,312.0
2023-04-13,264.709,0.0,264.709
2023-04-14,368.12,0.0,368.12
2023-04-15,519.363,-0.492,518.8710000000001
2023-04-16,484.929,0.0,484.929
2023-04-17,245.216,0.0,245.216
2023-04-18,375.459,0.0,375.459
2023-04-19,336.875,0.0,336.875
2023-04-20,290.675,0.0,290.675
2023-04-21,516.763,0.0,516.763
2023-04-22,781.787,-0.208,781.5790000000001
2023-04-23,570.309,0.0,570.309
2023-04-24,380.612,-2.0,378.612
2023-04-25,347.961,0.0,347.961
2023-04-26,285.791,0.0,285.791
2023-04-27,316.846,-1.278,315.568
2023-04-28,389.87,-0.402,389.468
2023-04-29,547.642,0.0,547.642
2023-04-30,433.25600000000003,0.0,433.25600000000003
2023-05-01,486.469,0.0,486.469
2023-05-02,447.535,0.0,447.535
2023-05-03,486.862,0.0,486.862
2023-05-04,321.266,0.0,321.266
2023-05-05,309.927,0.0,309.927
2023-05-06,432.994,0.0,432.994
2023-05-07,601.33,0.0,601.33
2023-05-08,335.701,0.0,335.701
2023-05-09,326.227,0.0,326.227
2023-05-10,402.077,0.0,402.077
2023-05-11,323.478,-0.335,323.14300000000003
2023-05-12,361.858,0.0,361.858
2023-05-13,509.33,0.0,509.33
2023-05-14,500.528,0.0,500.528
2023-05-15,368.445,0.0,368.445
2023-05-16,382.558,0.0,382.558
2023-05-17,319.998,0.0,319.998
2023-05-18,259.427,0.0,259.427
2023-05-19,319.032,0.0,319.032
2023-05-20,424.999,0.0,424.999
2023-05-21,490.712,0.0,490.712
2023-05-22,364.382,0.0,364.382
2023-05-23,327.916,0.0,327.916
2023-05-24,287.37,0.0,287.37
2023-05-25,291.968,0.0,291.968
2023-05-26,360.646,0.0,360.646
2023-05-27,583.511,-1.0,582.511
2023-05-28,602.089,0.0,602.089
2023-05-29,319.876,0.0,319.876
2023-05-30,309.873,0.0,309.873
2023-05-31,286.857,0.0,286.857
2023-06-01,297.283,0.0,297.283
2023-06-02,353.035,0.0,353.035
2023-06-03,541.969,0.0,541.969
2023-06-04,515.814,0.0,515.814
2023-06-05,324.369,0.0,324.369
2023-06-06,348.632,0.0,348.632
2023-06-07,290.152,0.0,290.152
2023-06-08,295.852,-1.0,294.852
2023-06-09,321.083,0.0,321.083
2023-06-10,570.047,0.0,570.047
2023-06-11,503.246,0.0,503.246
2023-06-12,281.254,0.0,281.254
2023-06-13,319.898,0.0,319.898
2023-06-14,286.33,0.0,286.33
2023-06-15,259.375,0.0,259.375
2023-06-16,379.087,0.0,379.087
2023-06-17,602.922,0.0,602.922
2023-06-18,576.3870000000001,0.0,576.3870000000001
2023-06-19,294.123,0.0,294.123
2023-06-20,279.285,0.0,279.285
2023-06-21,348.99,0.0,348.99
2023-06-22,454.231,0.0,454.231
2023-06-23,375.838,0.0,375.838
2023-06-24,365.833,0.0,365.833
2023-06-25,264.32,0.0,264.32
2023-06-26,231.982,0.0,231.982
2023-06-27,272.247,0.0,272.247
2023-06-28,299.124,0.0,299.124
2023-06-29,331.34,0.0,331.34
2023-06-30,324.358,0.0,324.358

